price,location,surface,rooms,heating,furniture,type,elevator,garage,infrastructure,floor,yearOfBuild,state
133900,Bulevar Evrope,63,3.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terase (2)",1,2010.0,novo
139050,Liman 4,65,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",2,2020.0,novo
86700,Novo Naselje,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",2,2020.0,renovirano
82400,Socijalno,34,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0,renovirano
67500,Bulevar Oslobođenja,23,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0,renovirano
108150,Grbavica,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0,renovirano
135000,Novo Naselje,72,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0,renovirano
123600,Bulevar Oslobođenja,50,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,"prilaz za invalide, podrum",6,2020.0,renovirano
149350,Grbavica,53,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,1975.0,uobičajeno stanje
147290,Novo Naselje,80,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,1975.0,uobičajeno stanje
97000,Podbara,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2004.0,renovirano
123600,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2007.0,renovirano
100000,Detelinara,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2007.0,renovirano
123600,Socijalno,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,2007.0,renovirano
177000,Stari Grad,86,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2007.0,renovirano
118450,Telep,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2007.0,novo
128750,Podbara,59,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2007.0,uobičajeno stanje
119480,Železnička stanica,52,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,novo
105000,Grbavica,44,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terase (2),0,2010.0,novo
64900,Adice,37,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,novo
70000,Telep,36,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,novo
128750,Bulevar Oslobođenja,49,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,renovirano
77250,Telep,85,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1991.0,renovirano
127720,Novo Naselje,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2012.0,renovirano
133500,Novo Naselje,72,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2012.0,renovirano
224100,Socijalno,86,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2012.0,novo
329600,Stari Grad,131,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1900.0,uobičajeno stanje
159650,Petrovaradin,69,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
395000,Adamovićevo Naselje,175,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,uobičajeno stanje
187880,Sajmište,57,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
84980,Adice,50,3.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
66950,Bulevar Evrope,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
111900,Podbara,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"alarm, terasa",1,2022.0,novo
61800,Nova Detelinara,23,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"alarm, terasa",2,2022.0,novo
133900,Bulevar Oslobođenja,61,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,14,2022.0,novo
260000,Bulevar Evrope,106,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),2,"alarm, terasa",5,2010.0,luksuzno
131000,Liman 2,58,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,"podrum, terase (2)",6,2010.0,luksuzno
218000,Petrovaradin,116,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terase (2),2,2010.0,novo
236000,Liman 3,107,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,3,2008.0,uobičajeno stanje
108000,Adice,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0,u izgradnji
148500,Telep,70,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0,novo
94950,Podbara,40,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0,u izgradnji
128750,rare_location,66,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0,novo
227000,Bulevar Oslobođenja,110,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"alarm, terasa",2,2023.0,uobičajeno stanje
72100,Socijalno,24,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"alarm, terasa",1,2004.0,uobičajeno stanje
129270,Novo Naselje,58,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,uobičajeno stanje
128750,rare_location,66,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,uobičajeno stanje
216300,Podbara,74,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,renovirano
133900,Grbavica,53,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,renovirano
98660,Telep,39,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"tavan, terasa",3,2010.0,novo
187880,Sajmište,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"tavan, terasa",2,2010.0,novo
50000,Adice,23,1.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,"tavan, terasa",1,2010.0,renovirano
209500,Socijalno,73,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, alarm, podrum, terase (2), fitnes",2,2010.0,luksuzno
169000,Petrovaradin,82,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
163150,Grbavica,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,novo
89610,Podbara,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
78000,Novo Naselje,41,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2002.0,uobičajeno stanje
128750,rare_location,66,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,uobičajeno stanje
114950,Telep,47,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
140200,Telep,57,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
155800,Telep,65,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
111700,Telep,45,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
122950,Telep,50,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
97000,Telep,39,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
73900,Telep,29,1.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
66400,Petrovaradin,36,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
280000,Salajka,101,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2021.0,uobičajeno stanje
116500,Stara Detelinara,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1972.0,uobičajeno stanje
190000,Socijalno,89,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2017.0,uobičajeno stanje
58800,Adice,36,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2017.0,u izgradnji
108500,Telep,60,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2017.0,novo
51450,Adice,30,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2017.0,u izgradnji
195000,Bulevar Oslobođenja,94,3.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,terasa,7,2017.0,luksuzno
55000,Futoški put,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,terasa,6,2017.0,luksuzno
155900,Telep,109,5.0,podno grejanje,0,Stan u zgradi,ima lift (2),2,terase (2),1,2017.0,luksuzno
119990,Petrovaradin,60,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2017.0,u izgradnji
146800,Lipov Gaj,95,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,"dvorište, terasa, lođa",2,2017.0,novo
75000,Telep,36,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,3,2014.0,uobičajeno stanje
77000,Bulevar Patrijarha Pavla,30,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,3,2013.0,uobičajeno stanje
116000,Grbavica,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,2,2007.0,uobičajeno stanje
37080,Futoški put,19,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2007.0,u izgradnji
135033,Nova Detelinara,57,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,2,2007.0,uobičajeno stanje
107000,Nova Detelinara,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2018.0,uobičajeno stanje
156500,Grbavica,64,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2012.0,uobičajeno stanje
103000,Grbavica,49,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),2,terasa,1,2012.0,novo
162230,Podbara,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,3,2012.0,renovirano
100550,Telep,44,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,2,2012.0,u izgradnji
79570,Bulevar Patrijarha Pavla,35,2.0,norveški radijatori,2,Stan u zgradi,ima lift (1),2,terase (2),1,2012.0,novo
72100,Salajka,30,1.0,norveški radijatori,0,Stan u zgradi,ima lift (1),2,terase (2),1,2012.0,novo
45000,Veternik,30,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terase (2),1,2012.0,novo
95000,Bulevar Oslobođenja,56,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terase (2),5,2003.0,uobičajeno stanje
92700,Tatarsko Brdo,72,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2003.0,u izgradnji
92700,Tatarsko Brdo,71,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2003.0,u izgradnji
72100,Grbavica,26,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2010.0,uobičajeno stanje
38100,Petrovaradin,31,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2010.0,u izgradnji
204990,Lipov Gaj,107,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2010.0,u izgradnji
130000,Bulevar Oslobođenja,71,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,5,2005.0,uobičajeno stanje
116800,Klisa,63,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2005.0,u izgradnji
129800,Stari Grad,45,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,5,2014.0,uobičajeno stanje
200850,Adice,100,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2014.0,u izgradnji
69000,Stari Grad,36,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,0,2005.0,uobičajeno stanje
73100,Petrovaradin,43,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2005.0,u izgradnji
58700,Detelinara,47,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,4,1970.0,uobičajeno stanje
87550,Novo Naselje,47,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,2,1990.0,uobičajeno stanje
138400,Nova Detelinara,84,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,5,2006.0,uobičajeno stanje
222800,Petrovaradin,122,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2006.0,u izgradnji
129800,Salajka,45,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2006.0,u izgradnji
68000,Adice,38,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
46350,Nova Detelinara,22,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2008.0,uobičajeno stanje
103000,Sremska Kamenica,41,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2008.0,u izgradnji
71000,Novo Naselje,40,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1982.0,uobičajeno stanje
55500,Novo Naselje,27,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,uobičajeno stanje
50000,Petrovaradin,31,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,0,1990.0,u izgradnji
52000,Veternik,25,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,0,1990.0,u izgradnji
144000,Stari Grad,58,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1965.0,uobičajeno stanje
92700,Nova Detelinara,44,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2005.0,uobičajeno stanje
165000,Grbavica,91,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,uobičajeno stanje
87100,Petrovaradin,47,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,u izgradnji
137500,Detelinara,58,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0,uobičajeno stanje
67000,Grbavica,23,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2007.0,uobičajeno stanje
64000,Stari Grad,27,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2002.0,uobičajeno stanje
123600,Liman,62,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1970.0,uobičajeno stanje
88600,Bulevar Oslobođenja,48,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2002.0,uobičajeno stanje
98410,Adice,53,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,novo
149560,Bulevar Patrijarha Pavla,66,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),2,2020.0,novo
139050,Sajmište,64,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),6,2020.0,renovirano
146000,Stara Detelinara,63,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"terasa, lođa",2,2020.0,renovirano
106600,Nova Detelinara,45,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
61800,Podbara,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
123600,Telep,66,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
339900,Petrovaradin,180,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,uobičajeno stanje
210120,Sajmište,68,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,8,2021.0,novo
115000,Bulevar Evrope,49,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2021.0,novo
103500,Adice,67,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
150000,Stari Grad,60,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
288400,Stari Grad,112,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,uobičajeno stanje
100000,Bulevar Oslobođenja,43,2.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,"tavan, terasa",9,2022.0,uobičajeno stanje
105000,Salajka,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
87100,Petrovaradin,47,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
100000,Telep,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
63900,Veternik,28,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
103000,Veternik,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
105050,Veternik,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
63900,Veternik,28,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
61800,Veternik,28,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
103000,Veternik,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
155000,Nova Detelinara,52,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",3,2020.0,luksuzno
185400,Grbavica,85,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
122570,Liman 4,55,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2020.0,renovirano
77250,Železnička stanica,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,novo
123600,Novo Naselje,62,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
146800,Nova Detelinara,57,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
125000,rare_location,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",5,2020.0,uobičajeno stanje
185400,Sajmište,65,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",2,2020.0,uobičajeno stanje
121000,Bulevar Oslobođenja,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,uobičajeno stanje
123800,Veternik,89,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
103900,Veternik,56,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
356640,Sremska Kamenica,139,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
85490,Cara Dušana,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
259560,Liman 4,97,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,6,2002.0,u izgradnji
130000,Grbavica,52,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
79310,Petrovaradin,36,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
107000,Adice,69,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2019.0,u izgradnji
77250,Telep,33,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2019.0,u izgradnji
79100,Sajmište,32,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2019.0,u izgradnji
122570,Stari Grad,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2009.0,u izgradnji
157080,Nova Detelinara,61,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
159650,Grbavica,68,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2015.0,u izgradnji
375950,Socijalno,181,5.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,novo
149100,Telep,69,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,novo
121030,Sremska Kamenica,50,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0,novo
120000,Nova Detelinara,66,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,7,2005.0,uobičajeno stanje
120000,Stari Grad,57,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,uobičajeno stanje
45000,Detelinara,22,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,uobičajeno stanje
132000,Liman,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",8,2005.0,uobičajeno stanje
85000,Bulevar Oslobođenja,30,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2005.0,novo
183000,Liman 3,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0,novo
119000,Stari Grad,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2005.0,uobičajeno stanje
230000,Podbara,96,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,u izgradnji
168300,Liman 4,76,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,8,1970.0,u izgradnji
159650,Nova Detelinara,45,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2019.0,u izgradnji
87550,Bulevar Oslobođenja,34,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2000.0,u izgradnji
161000,Stari Grad,116,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,renovirano
115713,Liman 4,50,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
134200,Liman 4,61,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
151118,Liman 4,69,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
211486,Liman 4,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",2,2020.0,u izgradnji
175100,Liman 2,77,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",10,2020.0,u izgradnji
87710,Socijalno,25,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",2,2020.0,u izgradnji
150580,Socijalno,43,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,u izgradnji
87000,Socijalno,25,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
118450,Stara Detelinara,51,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,renovirano
125660,Novo Naselje,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,1980.0,uobičajeno stanje
236280,Petrovaradin,75,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
123600,Socijalno,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2018.0,u izgradnji
55000,Adice,29,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2018.0,novo
101750,Adice,62,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
70000,Bulevar Patrijarha Pavla,27,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
77250,Železnička stanica,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,1968.0,u izgradnji
132600,Sajmište,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1986.0,uobičajeno stanje
55000,Novo Naselje,27,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,uobičajeno stanje
144000,Liman 4,61,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,uobičajeno stanje
97850,Adice,54,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,novo
118450,Grbavica,51,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1960.0,u izgradnji
83950,Detelinara,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1960.0,u izgradnji
83950,Detelinara,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1960.0,u izgradnji
118450,Telep,70,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2013.0,u izgradnji
67150,Adice,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2013.0,u izgradnji
62970,Adice,37,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2013.0,u izgradnji
118000,Grbavica,43,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2006.0,uobičajeno stanje
71500,Bulevar Patrijarha Pavla,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"dvorište, terasa",3,2010.0,uobičajeno stanje
311000,Avijatičarsko Naselje,148,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terase (2), lođa",1,2010.0,u izgradnji
119480,Bulevar Oslobođenja,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
123600,Cara Dušana,55,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2010.0,uobičajeno stanje
94760,Telep,57,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,uobičajeno stanje
119480,Petrovaradin,53,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,uobičajeno stanje
53000,Novo Naselje,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,potrebno renoviranje
149350,Novo Naselje,71,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2010.0,novo
68000,Liman 3,22,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,uobičajeno stanje
175100,Sajmište,71,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,uobičajeno stanje
170250,Kej,67,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,renovirano
