price,location,surface,rooms,heating,furniture,type,elevator,garage,infrastructure,floor,yearOfBuild,state
320330,Podbara,143,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2023.0,u izgradnji
152320,Petrovaradin,79,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
76220,Rotkvarija,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,uobičajeno stanje
118450,Telep,70,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
87550,Novo Naselje,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,1990.0,uobičajeno stanje
56650,Veternik,31,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2021.0,uobičajeno stanje
82540,Telep,33,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2021.0,u izgradnji
308000,Bulevar Patrijarha Pavla,151,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2021.0,novo
177472,Petrovaradin,111,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
62000,Novo Naselje,27,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
130000,Novo Naselje,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,u izgradnji
150000,Stara Detelinara,79,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2010.0,održavano
87550,Stari Grad,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2001.0,održavano
124468,Telep,50,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,održavano
312600,Sremska Kamenica,185,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,održavano
124630,Novo Naselje,55,3.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,održavano
130800,Bulevar Patrijarha Pavla,55,3.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,održavano
90228,Petrovaradin,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,održavano
513000,Telep,276,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,održavano
149350,Socijalno,63,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,novo
116000,Liman 3,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",8,1970.0,potrebno renoviranje
154500,Tatarsko Brdo,58,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",3,1970.0,potrebno renoviranje
78700,Socijalno,30,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,potrebno renoviranje
266150,Salajka,129,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2005.0,u izgradnji
166900,Liman 4,81,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),4,2005.0,renovirano
97850,Socijalno,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),1,2005.0,renovirano
92700,rare_location,52,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,renovirano
247200,Nova Detelinara,99,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2015.0,uobičajeno stanje
176150,Stari Grad,45,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2015.0,u izgradnji
164800,Grbavica,68,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2015.0,novo
145860,Novo Naselje,86,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),3,2015.0,održavano
89610,Socijalno,30,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),1,2015.0,novo
87150,Petrovaradin,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2015.0,u izgradnji
180300,Bulevar Patrijarha Pavla,81,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,u izgradnji
95480,Novo Naselje,61,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),4,2022.0,u izgradnji
118900,Sremska Kamenica,72,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
164800,Grbavica,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
78280,Stari Grad,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
326430,Bulevar Oslobođenja,134,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,6,2023.0,uobičajeno stanje
139000,Nova Detelinara,67,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,5,2000.0,uobičajeno stanje
144200,Nova Detelinara,54,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
123600,Grbavica,60,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,1962.0,uobičajeno stanje
133490,Grbavica,48,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,uobičajeno stanje
180300,Podbara,71,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2002.0,uobičajeno stanje
61800,Stari Grad,38,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1947.0,uobičajeno stanje
133900,Nova Detelinara,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,uobičajeno stanje
144200,Socijalno,50,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2014.0,održavano
49440,Bulevar Oslobođenja,30,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,0,2008.0,uobičajeno stanje
288400,Novo Naselje,103,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,uobičajeno stanje
139050,Podbara,47,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2018.0,novo
80090,Telep,32,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,novo
79100,Telep,32,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,novo
101970,Telep,45,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,novo
160680,Novo Naselje,71,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,1979.0,novo
126850,Telep,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1979.0,u izgradnji
139500,Grbavica,52,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
149350,Bulevar Evrope,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2019.0,uobičajeno stanje
200850,Grbavica,94,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,2021.0,uobičajeno stanje
103000,Sajmište,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,uobičajeno stanje
330000,Bulevar Oslobođenja,134,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,uobičajeno stanje
75950,Podbara,30,1.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
109180,Sajmište,58,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
144200,Liman 4,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,renovirano
144200,Rotkvarija,49,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,renovirano
133900,Bulevar Oslobođenja,52,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,renovirano
131300,Grbavica,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,renovirano
74160,Telep,31,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
129400,Podbara,91,3.0,etažno grejanje,0,Dupleks,ima lift (1),1,terasa,3,2022.0,novo
49440,Adice,33,2.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
108150,Adice,62,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
386630,Liman 4,208,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
123600,Grbavica,63,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
159650,Grbavica,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
127200,Novo Naselje,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
206000,Nova Detelinara,86,4.0,centralno grejanje,0,Dupleks,ima lift (1),1,terasa,3,2022.0,novo
84700,Nova Detelinara,35,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
320000,Stari Grad,86,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
128700,Bulevar Oslobođenja,49,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
199550,Kej,92,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,renovirano
149350,Nova Detelinara,58,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,renovirano
92700,Avijatičarsko Naselje,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,renovirano
61800,Novo Naselje,48,2.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,renovirano
56650,Adice,32,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,renovirano
125660,Nova Detelinara,56,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,renovirano
118450,Sajmište,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,renovirano
61800,Salajka,36,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
82400,Detelinara,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
113300,Detelinara,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
136990,Nova Detelinara,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
110210,Nova Detelinara,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
92700,Adamovićevo Naselje,75,3.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
123600,Bulevar Oslobođenja,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
95600,Petrovaradin,64,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
103100,Petrovaradin,69,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
102000,Podbara,42,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
85760,Veternik,50,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
97850,Podbara,53,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
149350,Novo Naselje,64,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
70800,Adice,42,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
159650,Nova Detelinara,64,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
171500,Podbara,90,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
167890,Socijalno,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
206010,Nova Detelinara,113,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
236900,Bulevar Oslobođenja,101,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
105900,Detelinara,49,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
200850,Kej,78,4.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
133900,Novo Naselje,64,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
123600,Sajmište,66,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,8,2022.0,novo
98850,Telep,57,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
153300,Klisa,93,4.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
139050,Liman 4,65,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
103000,Nova Detelinara,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
92700,Bulevar Oslobođenja,34,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
168200,Telep,71,3.0,etažno grejanje,0,Penthaus,ima lift (1),1,terasa,4,2022.0,novo
134400,Telep,58,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
170600,Telep,72,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
72100,Grbavica,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
87550,Novo Naselje,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
127500,Telep,55,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
89500,Nova Detelinara,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
112270,Grbavica,46,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
99910,Sajmište,56,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
59750,Socijalno,20,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
154500,Socijalno,57,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
164800,Nova Detelinara,87,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
236900,Stari Grad,67,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
145320,Novo Naselje,88,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
128800,Nova Detelinara,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
169950,Grbavica,67,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2022.0,novo
97850,Socijalno,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2022.0,novo
80000,Stari Grad,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",4,2022.0,novo
195000,Grbavica,94,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
87000,Petrovaradin,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,novo
81380,Petrovaradin,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
123600,Stari Grad,50,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,u izgradnji
154500,Tatarsko Brdo,58,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,novo
148500,Bulevar Patrijarha Pavla,81,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2005.0,novo
113300,Salajka,42,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",2,2020.0,novo
566500,Stari Grad,132,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2014.0,novo
137040,Telep,58,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2014.0,u izgradnji
127820,Telep,58,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2014.0,u izgradnji
163120,Telep,71,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
133260,Telep,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2014.0,u izgradnji
56650,Socijalno,17,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2014.0,u izgradnji
209540,Grbavica,79,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,uobičajeno stanje
119000,Podbara,68,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2014.0,uobičajeno stanje
84400,Petrovaradin,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
185950,Telep,72,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
170640,Telep,72,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
125750,Telep,54,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
391400,Telep,169,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
360500,Telep,145,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
157590,Stara Detelinara,79,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2014.0,u izgradnji
133900,Grbavica,52,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),2,2014.0,renovirano
103000,Grbavica,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2014.0,renovirano
131330,Grbavica,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,uobičajeno stanje
169950,Podbara,126,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,u izgradnji
97600,Adice,40,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,u izgradnji
185400,Podbara,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2001.0,u izgradnji
157590,Stara Detelinara,79,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2001.0,u izgradnji
87550,Nova Detelinara,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,u izgradnji
144200,Socijalno,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,u izgradnji
152900,Petrovaradin,81,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,u izgradnji
51090,Klisa,32,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2001.0,novo
338100,Stari Grad,101,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",3,2001.0,potrebno renoviranje
275010,Sajmište,89,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,novo
133900,Novo Naselje,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1985.0,u izgradnji
262650,Bulevar Patrijarha Pavla,108,5.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,novo
72100,Cara Dušana,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
164000,Bulevar Oslobođenja,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,novo
79000,Grbavica,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,održavano
88680,Železnička stanica,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,potrebno renoviranje
106500,Bulevar Patrijarha Pavla,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,potrebno renoviranje
87650,Bulevar Evrope,37,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,renovirano
68000,Nova Detelinara,25,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,renovirano
162250,Podbara,63,2.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,"terasa, lođa",3,2020.0,renovirano
95000,Nova Detelinara,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2006.0,uobičajeno stanje
106000,Rotkvarija,52,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,4,2006.0,novo
410000,Sremska Kamenica,181,5.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2006.0,novo
75000,Nova Detelinara,40,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,6,2006.0,novo
87550,Stari Grad,34,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,u izgradnji
97850,Stari Grad,39,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2004.0,u izgradnji
116290,Grbavica,45,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,2,2008.0,u izgradnji
118350,Grbavica,43,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2008.0,u izgradnji
164000,Liman 3,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2008.0,renovirano
82400,Novo Naselje,40,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,5,2008.0,renovirano
120000,Novo Naselje,62,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2008.0,novo
103200,Bulevar Oslobođenja,48,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,2008.0,uobičajeno stanje
153000,Bulevar Oslobođenja,63,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"terasa, lođa",2,2008.0,uobičajeno stanje
185400,Bulevar Oslobođenja,75,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,1980.0,uobičajeno stanje
246000,Liman 4,74,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,uobičajeno stanje
200850,Stari Grad,78,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,1975.0,uobičajeno stanje
160700,Novo Naselje,71,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,1980.0,uobičajeno stanje
109000,Sajmište,41,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2017.0,uobičajeno stanje
143300,Kej,55,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
143300,Kej,55,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
144600,Kej,55,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,u izgradnji
118200,Kej,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,u izgradnji
144600,Kej,55,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,u izgradnji
114500,Kej,40,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
142800,Kej,54,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
114200,Kej,40,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,u izgradnji
114500,Kej,40,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,2023.0,u izgradnji
146100,Kej,54,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,2023.0,u izgradnji
211250,Kej,88,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,2023.0,u izgradnji
118800,Kej,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,2023.0,u izgradnji
118800,Kej,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
118800,Kej,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
114750,Kej,40,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,u izgradnji
142300,Kej,54,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,u izgradnji
114500,Kej,40,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,2023.0,u izgradnji
142300,Kej,54,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,2023.0,u izgradnji
104250,Kej,36,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,u izgradnji
143300,Kej,55,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,2023.0,u izgradnji
118800,Kej,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
142300,Kej,54,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
115250,Kej,40,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,u izgradnji
114750,Kej,40,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,2023.0,u izgradnji
114750,Kej,40,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,2023.0,u izgradnji
110900,Nova Detelinara,36,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
157500,Nova Detelinara,63,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, podrum, terasa",2,2010.0,uobičajeno stanje
59370,Veternik,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, podrum, terasa",1,2010.0,u izgradnji
86000,Nova Detelinara,38,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, podrum, terasa",2,1965.0,u izgradnji
340000,Bulevar Oslobođenja,113,4.0,centralno grejanje,1,Stan u zgradi,ima lift (2),1,"alarm, terasa, lođa",1,1965.0,u izgradnji
206000,rare_location,89,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,"alarm, terasa, lođa",5,2020.0,uobičajeno stanje
99500,Grbavica,37,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,uobičajeno stanje
