price,location,surface,rooms,heating,furniture,type,elevator,garage,infrastructure,floor,yearOfBuild
108150,Grbavica,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0
135000,Novo Naselje,72,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0
123600,Bulevar Oslobođenja,50,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,"prilaz za invalide, podrum",6,2020.0
149350,Grbavica,53,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,1975.0
147290,Novo Naselje,80,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,1975.0
97000,Podbara,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2004.0
123600,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2007.0
100000,Detelinara,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2007.0
123600,Socijalno,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,2007.0
177000,Stari Grad,86,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2007.0
118450,Telep,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2007.0
128750,Podbara,59,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2007.0
119480,Železnička stanica,52,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
105000,Grbavica,44,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terase (2),0,2010.0
64900,Adice,37,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
70000,Telep,36,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
128750,Bulevar Oslobođenja,49,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2010.0
77250,Telep,85,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1991.0
127720,Novo Naselje,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2012.0
133500,Novo Naselje,72,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2012.0
224100,Socijalno,86,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2012.0
329600,Stari Grad,131,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1900.0
159650,Petrovaradin,69,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
395000,Adamovićevo Naselje,175,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
187880,Sajmište,57,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0
84980,Adice,50,3.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
66950,Bulevar Evrope,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2022.0
111900,Podbara,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"alarm, terasa",1,2022.0
61800,Nova Detelinara,23,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"alarm, terasa",2,2022.0
133900,Bulevar Oslobođenja,61,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,14,2022.0
260000,Bulevar Evrope,106,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),2,"alarm, terasa",5,2010.0
131000,Liman 2,58,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,"podrum, terase (2)",6,2010.0
218000,Petrovaradin,116,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terase (2),2,2010.0
236000,Liman 3,107,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,3,2008.0
108000,Adice,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0
148500,Telep,70,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0
94950,Podbara,40,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0
128750,rare_location,66,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0
227000,Bulevar Oslobođenja,110,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"alarm, terasa",2,2023.0
72100,Socijalno,24,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"alarm, terasa",1,2004.0
129270,Novo Naselje,58,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
128750,rare_location,66,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
216300,Podbara,74,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2010.0
133900,Grbavica,53,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
98660,Telep,39,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"tavan, terasa",3,2010.0
187880,Sajmište,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"tavan, terasa",2,2010.0
50000,Adice,23,1.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,"tavan, terasa",1,2010.0
209500,Socijalno,73,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, alarm, podrum, terase (2), fitnes",2,2010.0
169000,Petrovaradin,82,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0
163150,Grbavica,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
89610,Podbara,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0
78000,Novo Naselje,41,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2002.0
128750,rare_location,66,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
114950,Telep,47,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
140200,Telep,57,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
155800,Telep,65,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
111700,Telep,45,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
122950,Telep,50,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
97000,Telep,39,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
73900,Telep,29,1.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
66400,Petrovaradin,36,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
280000,Salajka,101,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2021.0
116500,Stara Detelinara,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1972.0
190000,Socijalno,89,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2017.0
58800,Adice,36,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2017.0
108500,Telep,60,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2017.0
51450,Adice,30,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2017.0
195000,Bulevar Oslobođenja,94,3.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,terasa,7,2017.0
55000,Futoški put,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,terasa,6,2017.0
155900,Telep,109,5.0,podno grejanje,0,Stan u zgradi,ima lift (2),2,terase (2),1,2017.0
119990,Petrovaradin,60,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2017.0
146800,Lipov Gaj,95,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,"dvorište, terasa, lođa",2,2017.0
75000,Telep,36,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,3,2014.0
77000,Bulevar Patrijarha Pavla,30,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,3,2013.0
116000,Grbavica,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,2,2007.0
37080,Futoški put,19,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2007.0
135033,Nova Detelinara,57,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,2,2007.0
107000,Nova Detelinara,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2018.0
156500,Grbavica,64,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2012.0
103000,Grbavica,49,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),2,terasa,1,2012.0
162230,Podbara,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,3,2012.0
100550,Telep,44,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,2,2012.0
79570,Bulevar Patrijarha Pavla,35,2.0,norveški radijatori,2,Stan u zgradi,ima lift (1),2,terase (2),1,2012.0
72100,Salajka,30,1.0,norveški radijatori,0,Stan u zgradi,ima lift (1),2,terase (2),1,2012.0
45000,Veternik,30,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terase (2),1,2012.0
95000,Bulevar Oslobođenja,56,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terase (2),5,2003.0
92700,Tatarsko Brdo,72,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2003.0
92700,Tatarsko Brdo,71,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2003.0
72100,Grbavica,26,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2010.0
38100,Petrovaradin,31,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2010.0
204990,Lipov Gaj,107,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2010.0
130000,Bulevar Oslobođenja,71,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,5,2005.0
116800,Klisa,63,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2005.0
129800,Stari Grad,45,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,5,2014.0
200850,Adice,100,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2014.0
69000,Stari Grad,36,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,0,2005.0
73100,Petrovaradin,43,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2005.0
58700,Detelinara,47,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,4,1970.0
87550,Novo Naselje,47,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,2,1990.0
138400,Nova Detelinara,84,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,5,2006.0
222800,Petrovaradin,122,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2006.0
129800,Salajka,45,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2006.0
68000,Adice,38,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
46350,Nova Detelinara,22,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2008.0
103000,Sremska Kamenica,41,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2008.0
71000,Novo Naselje,40,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1982.0
55500,Novo Naselje,27,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
50000,Petrovaradin,31,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,0,1990.0
52000,Veternik,25,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,0,1990.0
144000,Stari Grad,58,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1965.0
92700,Nova Detelinara,44,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2005.0
165000,Grbavica,91,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0
87100,Petrovaradin,47,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0
137500,Detelinara,58,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0
67000,Grbavica,23,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2007.0
64000,Stari Grad,27,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2002.0
123600,Liman,62,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1970.0
88600,Bulevar Oslobođenja,48,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2002.0
98410,Adice,53,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
149560,Bulevar Patrijarha Pavla,66,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),2,2020.0
139050,Sajmište,64,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),6,2020.0
146000,Stara Detelinara,63,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"terasa, lođa",2,2020.0
106600,Nova Detelinara,45,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
61800,Podbara,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
123600,Telep,66,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
339900,Petrovaradin,180,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0
210120,Sajmište,68,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,8,2021.0
115000,Bulevar Evrope,49,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2021.0
103500,Adice,67,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0
150000,Stari Grad,60,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0
288400,Stari Grad,112,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0
100000,Bulevar Oslobođenja,43,2.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,"tavan, terasa",9,2022.0
105000,Salajka,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0
87100,Petrovaradin,47,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
100000,Telep,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
63900,Veternik,28,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
103000,Veternik,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
105050,Veternik,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
63900,Veternik,28,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
61800,Veternik,28,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
103000,Veternik,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
155000,Nova Detelinara,52,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",3,2020.0
185400,Grbavica,85,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
122570,Liman 4,55,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2020.0
77250,Železnička stanica,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0
123600,Novo Naselje,62,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
146800,Nova Detelinara,57,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
125000,rare_location,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",5,2020.0
185400,Sajmište,65,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",2,2020.0
121000,Bulevar Oslobođenja,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0
123800,Veternik,89,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
103900,Veternik,56,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
356640,Sremska Kamenica,139,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
85490,Cara Dušana,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
259560,Liman 4,97,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,6,2002.0
130000,Grbavica,52,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
79310,Petrovaradin,36,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
107000,Adice,69,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2019.0
77250,Telep,33,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2019.0
79100,Sajmište,32,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2019.0
122570,Stari Grad,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2009.0
157080,Nova Detelinara,61,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
159650,Grbavica,68,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2015.0
375950,Socijalno,181,5.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2005.0
149100,Telep,69,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0
121030,Sremska Kamenica,50,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0
120000,Nova Detelinara,66,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,7,2005.0
120000,Stari Grad,57,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0
45000,Detelinara,22,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0
132000,Liman,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",8,2005.0
85000,Bulevar Oslobođenja,30,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2005.0
183000,Liman 3,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0
119000,Stari Grad,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2005.0
230000,Podbara,96,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2005.0
168300,Liman 4,76,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,8,1970.0
159650,Nova Detelinara,45,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2019.0
87550,Bulevar Oslobođenja,34,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2000.0
161000,Stari Grad,116,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2000.0
115713,Liman 4,50,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
134200,Liman 4,61,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
151118,Liman 4,69,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
211486,Liman 4,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",2,2020.0
175100,Liman 2,77,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",10,2020.0
87710,Socijalno,25,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",2,2020.0
150580,Socijalno,43,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
87000,Socijalno,25,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
118450,Stara Detelinara,51,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0
125660,Novo Naselje,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,1980.0
236280,Petrovaradin,75,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
123600,Socijalno,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2018.0
55000,Adice,29,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2018.0
101750,Adice,62,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0
70000,Bulevar Patrijarha Pavla,27,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
77250,Železnička stanica,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,1968.0
132600,Sajmište,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1986.0
55000,Novo Naselje,27,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
144000,Liman 4,61,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
97850,Adice,54,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
118450,Grbavica,51,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1960.0
83950,Detelinara,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1960.0
83950,Detelinara,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1960.0
118450,Telep,70,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2013.0
67150,Adice,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2013.0
62970,Adice,37,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2013.0
118000,Grbavica,43,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2006.0
71500,Bulevar Patrijarha Pavla,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"dvorište, terasa",3,2010.0
311000,Avijatičarsko Naselje,148,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terase (2), lođa",1,2010.0
119480,Bulevar Oslobođenja,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
123600,Cara Dušana,55,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2010.0
94760,Telep,57,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
119480,Petrovaradin,53,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
53000,Novo Naselje,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
149350,Novo Naselje,71,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2010.0
68000,Liman 3,22,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2010.0
175100,Sajmište,71,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
170250,Kej,67,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
47500,Veternik,27,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
115460,Novo Naselje,59,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,1985.0
87550,Bulevar Oslobođenja,34,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,4,2003.0
131500,Stari Grad,67,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,1900.0
135000,Liman 3,60,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",6,1900.0
156560,Veternik,85,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
150500,Grbavica,59,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2007.0
451140,Adamovićevo Naselje,219,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0
265000,Novo Naselje,122,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
185760,Telep,86,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
592250,Bulevar Oslobođenja,204,6.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0
200100,Sajmište,84,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
397000,Adamovićevo Naselje,175,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
185500,Liman 3,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0
239000,Stari Grad,99,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0
69000,Adice,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
69000,Adice,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
139050,Liman 4,65,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
108150,Podbara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0
140000,Kej,64,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2022.0
158772,Petrovaradin,94,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
201117,Avijatičarsko Naselje,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
77250,Telep,33,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2023.0
227100,Bulevar Patrijarha Pavla,105,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
236900,Bulevar Oslobođenja,94,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1989.0
139000,Liman,62,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1965.0
52530,Klisa,30,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2018.0
45530,Klisa,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2018.0
59370,Veternik,41,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2018.0
65000,Nova Detelinara,25,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2018.0
113300,Nova Detelinara,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2007.0
174000,Nova Detelinara,72,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,"dvorište, terasa",3,2007.0
125660,Veternik,76,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",2,2007.0
