price,location,surface,rooms,heating,furniture,type,elevator,garage,infrastructure,floor,yearOfBuild
71070,Nova Detelinara,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2020.0
55000,Železnička stanica,32,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0
83500,Telep,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
82390,Petrovaradin,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",3,2020.0
81970,rare_location,56,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
32960,Veternik,16,1.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
68290,Adice,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
68000,Nova Detelinara,25,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0
116700,Socijalno,43,2.0,grejanje na struju,2,Dvorišni stan,ima lift (1),1,podrum,1,2020.0
121500,Podbara,68,4.0,centralno grejanje,0,Dvorišni stan,ima lift (1),1,terasa,4,2005.0
80340,Sremska Kamenica,39,2.0,centralno grejanje,0,Dvorišni stan,ima lift (1),1,terasa,1,2023.0
164800,Grbavica,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
103000,Liman 4,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",4,2023.0
83500,Liman,36,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2023.0
265000,Stari Grad,99,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
299940,Stari Grad,104,4.0,centralno grejanje,1,Salonac,ima lift (1),1,terasa,4,2023.0
123500,Novo Naselje,65,3.0,centralno grejanje,2,Salonac,ima lift (1),1,terasa,4,2023.0
128750,Telep,77,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1991.0
183340,Bulevar Patrijarha Pavla,81,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
93700,Stara Detelinara,37,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
157500,Petrovaradin,93,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0
74000,Petrovaradin,36,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
77250,Telep,33,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2018.0
92700,Bulevar Oslobođenja,34,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2000.0
185400,Stari Grad,63,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,1928.0
144600,Podbara,76,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2000.0
149350,Socijalno,63,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2014.0
154500,Stari Grad,92,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2000.0
99900,Petrovaradin,46,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2019.0
99900,Grbavica,38,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2008.0
139000,Bulevar Oslobođenja,59,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,1985.0
79000,Bulevar Evrope,28,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,7,2016.0
87500,Liman 3,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1982.0
162200,Sremska Kamenica,105,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
162200,Sremska Kamenica,105,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
236900,Podbara,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0
288000,Stari Grad,104,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1930.0
86400,Petrovaradin,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0
123000,Grbavica,43,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
99000,Liman 4,52,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,lođa,1,2023.0
143220,Nova Detelinara,76,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,lođa,4,2023.0
133900,Bulevar Oslobođenja,63,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,lođa,1,2023.0
133900,Bulevar Oslobođenja,63,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2023.0
92700,Nova Detelinara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0
189000,Stari Grad,61,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
87550,Bulevar Oslobođenja,34,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0
118500,Grbavica,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2023.0
133480,Stari Grad,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
411000,Rotkvarija,125,5.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
111240,Adice,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
164800,Petrovaradin,80,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2023.0
139050,Bulevar Evrope,56,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2016.0
135000,Sajmište,67,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2011.0
181280,Salajka,89,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2022.0
220340,Tatarsko Brdo,95,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
111240,Adice,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
130000,Adice,83,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terase (2), lođa",2,2023.0
123600,Cara Dušana,48,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
134000,Grbavica,52,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2023.0
114130,Nova Detelinara,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2010.0
105700,Podbara,54,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0
123600,Stari Grad,81,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
103000,Sajmište,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2008.0
56650,Detelinara,23,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2001.0
77500,Novo Naselje,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2001.0
69220,Adice,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0
283420,Sajmište,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0
119850,Salajka,55,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0
72090,Klisa,38,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
108560,Železnička stanica,62,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
255750,Sajmište,95,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
283420,Sajmište,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
283420,Sajmište,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
140410,Podbara,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
37100,Adice,28,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
176130,Bulevar Oslobođenja,57,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0
255750,Sajmište,95,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
105000,Podbara,44,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0
82400,Novo Naselje,55,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2000.0
319000,Stari Grad,110,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2000.0
235000,Nova Detelinara,113,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2000.0
128700,Bulevar Oslobođenja,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2000.0
133900,Bulevar Oslobođenja,61,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,14,1970.0
105050,Veternik,57,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
63900,Veternik,28,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
103000,Veternik,57,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
100950,Veternik,55,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
61800,Veternik,28,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
60800,Veternik,26,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
98900,Veternik,55,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
59750,Veternik,26,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
143700,Stari Grad,72,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,1960.0
105050,Sajmište,44,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2006.0
185400,Novo Naselje,90,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2011.0
75200,Bulevar Patrijarha Pavla,26,1.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1900.0
74500,Kej,30,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,1900.0
191770,Telep,89,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,1900.0
58550,Bulevar Evrope,27,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,1900.0
73200,Bulevar Evrope,31,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1900.0
217000,Bulevar Evrope,105,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,1900.0
162470,Bulevar Evrope,79,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,1900.0
77250,Železnička stanica,41,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,5,1900.0
199000,Rotkvarija,85,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,8,1900.0
268000,Cara Dušana,124,5.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,6,1900.0
125000,Adice,68,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terase (2),1,1900.0
220000,Stari Grad,69,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),2,2020.0
206000,Socijalno,91,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
97850,Petrovaradin,43,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0
152450,Spens,57,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
59740,Salajka,27,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0
108150,Salajka,40,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
67490,Detelinara,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
97930,Detelinara,38,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
85910,Petrovaradin,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0
119480,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
92700,Nova Detelinara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0
92700,Nova Detelinara,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0
92700,Nova Detelinara,40,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2023.0
95800,Podbara,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
129000,Nova Detelinara,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
218240,Veternik,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
195700,Salajka,71,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
40790,Salajka,22,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
135960,Tatarsko Brdo,75,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
79000,Stari Grad,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
84980,Nova Detelinara,35,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2006.0
37080,Salajka,18,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2006.0
195700,Grbavica,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2006.0
123600,Telep,75,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
140000,Rotkvarija,35,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,9,2010.0
150000,Adice,77,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
131500,Sajmište,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0
41000,Socijalno,21,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2010.0
130000,Sajmište,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2010.0
145000,Grbavica,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,2010.0
125000,Bulevar Oslobođenja,51,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",5,2010.0
105000,Bulevar Patrijarha Pavla,45,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2010.0
93000,Podbara,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,podrum,1,2010.0
139050,Bulevar Evrope,56,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
56650,Salajka,21,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2000.0
96850,Bulevar Patrijarha Pavla,34,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
87550,Novo Naselje,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0
195700,Stari Grad,79,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2022.0
291200,Stari Grad,104,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,"terasa, lođa",4,1990.0
70500,Salajka,30,1.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
64890,Grbavica,24,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2010.0
70967,Telep,29,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
299940,Stari Grad,104,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0
77250,Bulevar Oslobođenja,27,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0
126689,Spens,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0
116780,Bulevar Patrijarha Pavla,49,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0
123599,Avijatičarsko Naselje,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),1,2010.0
97850,Nova Detelinara,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),6,2010.0
106500,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),2,2010.0
164800,Grbavica,67,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),1,2010.0
87550,Salajka,27,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2010.0
130810,Novo Naselje,59,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,1990.0
119479,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
121550,Petrovaradin,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
128750,Bulevar Oslobođenja,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,1990.0
218500,Petrovaradin,116,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
252300,Stari Grad,85,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2017.0
127205,Novo Naselje,65,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,4,1974.0
92700,Telep,58,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2002.0
159650,Nova Detelinara,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2002.0
216600,Stari Grad,74,3.0,centralno grejanje,0,Salonac,ima lift (1),1,"podrum, terasa",3,2002.0
72100,Petrovaradin,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2002.0
103000,Bulevar Oslobođenja,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,9,2002.0
120500,Detelinara,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2002.0
116780,Nova Detelinara,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
149350,Grbavica,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1960.0
119000,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,1990.0
154500,Bulevar Oslobođenja,59,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1990.0
119480,Liman 4,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
154500,Bulevar Oslobođenja,62,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1990.0
84750,Adice,61,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,1990.0
148500,Telep,70,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
137000,Telep,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
104000,Salajka,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,1990.0
105000,Socijalno,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0
146750,Salajka,75,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0
154500,Bulevar Oslobođenja,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2004.0
84460,Futoški put,46,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,1980.0
159650,Nova Detelinara,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1980.0
159650,Nova Detelinara,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1980.0
127620,Telep,54,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0
129540,Telep,55,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0
164040,Telep,72,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,1980.0
127620,Telep,54,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,1980.0
164040,Telep,72,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,1980.0
129540,Telep,55,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,1980.0
127380,Telep,54,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,1980.0
99239,Telep,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0
85000,Bulevar Oslobođenja,34,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,1980.0
127620,Telep,54,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,1980.0
200850,Adice,100,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terase (2),1,1980.0
149350,Socijalno,63,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,1980.0
119480,Sajmište,60,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1980.0
204970,Veternik,107,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"dvorište, terasa",1,2020.0
185400,Stari Grad,71,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"alarm, terasa",1,2020.0
370800,Nova Detelinara,127,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"alarm, terasa",3,2020.0
129540,Telep,55,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0
64000,Bulevar Oslobođenja,21,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0
150480,Grbavica,59,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0
97850,Grbavica,34,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0
267800,Bulevar Evrope,105,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2020.0
240000,Bulevar Evrope,98,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,7,2020.0
123600,Stari Grad,47,2.0,centralno grejanje,2,Salonac,ima lift (1),1,terasa,1,2020.0
370800,Nova Detelinara,127,4.0,centralno grejanje,2,Stan u zgradi,ima lift (2),1,"podrum, terasa",3,2020.0
116390,Liman 2,44,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"podrum, terasa",5,2020.0
179080,Telep,56,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2021.0
87550,Adice,39,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2021.0
128750,Novo Naselje,82,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište",4,2021.0
57400,Petrovaradin,36,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0
94200,Petrovaradin,61,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0
51500,Nova Detelinara,24,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2014.0
49950,Podbara,26,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2014.0
221450,Grbavica,115,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2004.0
154650,Liman 2,77,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,10,1970.0
350200,Liman 3,136,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,1970.0
43260,Novo Naselje,24,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1970.0
125660,Nova Detelinara,56,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1970.0
386250,Nova Detelinara,99,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",5,1970.0
40790,Telep,33,2.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",5,1970.0
143560,Adice,90,5.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2024.0
143560,Adice,93,4.0,grejanje na struju,0,Dupleks,ima lift (1),1,terasa,2,2024.0
92700,Novo Naselje,50,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2024.0
427500,Grbavica,155,5.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, lođa",3,2024.0
165600,Petrovaradin,134,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2024.0
139050,Novo Naselje,73,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2024.0
144200,Detelinara,96,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2024.0
159600,Bulevar Evrope,79,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2024.0
137500,Stari Grad,54,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2024.0
139000,Rotkvarija,45,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2024.0
136475,Rotkvarija,53,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2024.0
77250,Telep,30,1.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,6,2024.0
329600,Stari Grad,131,5.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,1,1900.0
115000,Bulevar Oslobođenja,50,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,2,1900.0
61800,Bulevar Patrijarha Pavla,24,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,1900.0
295000,Socijalno,113,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,1900.0
48300,Adice,27,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
76220,Podbara,29,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
106605,Podbara,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
123600,Nova Detelinara,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0
133900,Bulevar Evrope,63,3.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terase (2)",1,2010.0
139050,Liman 4,65,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",2,2020.0
86700,Novo Naselje,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",2,2020.0
82400,Socijalno,34,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0
67500,Bulevar Oslobođenja,23,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0
