,price,location,surface,rooms,heating,furniture,type,elevator,garage,infrastructure,floor,yearOfBuild,state
1460,131230,Liman 2,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",5,2023.0,u izgradnji
1461,164800,Petrovaradin,80,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,novo
1462,61800,Sremska Kamenica,37,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,novo
1463,123600,Podbara,52,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2014.0,uobičajeno stanje
1464,83000,Novo Naselje,45,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1999.0,uobičajeno stanje
1465,130000,Grbavica,52,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1999.0,uobičajeno stanje
1466,32500,Adice,21,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
1467,40200,Adice,30,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
1468,85500,Cara Dušana,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,lođa,1,2023.0,renovirano
1469,142000,Veternik,81,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,novo
1470,272950,Novo Naselje,122,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
1471,128750,Liman,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2005.0,uobičajeno stanje
1472,136730,Stari Grad,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,u izgradnji
1473,77300,Bulevar Oslobođenja,25,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2004.0,u izgradnji
1474,133300,Sajmište,83,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2004.0,uobičajeno stanje
1475,90130,Bulevar Oslobođenja,35,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2004.0,uobičajeno stanje
1476,149350,Veternik,68,4.0,podno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2004.0,novo
1477,62830,Železnička stanica,31,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2004.0,potrebno renoviranje
1478,127720,Nova Detelinara,55,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2004.0,potrebno renoviranje
1479,156750,Petrovaradin,81,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2004.0,uobičajeno stanje
1480,131240,Klisa,82,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2004.0,uobičajeno stanje
1481,80300,Novo Naselje,38,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2004.0,renovirano
1482,139000,Veternik,90,5.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2004.0,novo
1483,123600,Veternik,61,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2004.0,novo
1484,199620,Kej,76,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2004.0,renovirano
1485,109200,Grbavica,46,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,1950.0,renovirano
1486,92700,Sremska Kamenica,72,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,renovirano
1487,92700,Sremska Kamenica,71,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,renovirano
1488,139000,Bulevar Oslobođenja,60,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2003.0,renovirano
1489,51500,Bulevar Oslobođenja,34,2.0,TA peć,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,renovirano
1490,105060,Novo Naselje,55,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
1491,320330,Podbara,143,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2023.0,u izgradnji
1492,152320,Petrovaradin,79,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
1493,76220,Rotkvarija,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2023.0,uobičajeno stanje
1494,118450,Telep,70,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,uobičajeno stanje
1495,87550,Novo Naselje,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,1990.0,uobičajeno stanje
1496,56650,Veternik,31,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2021.0,uobičajeno stanje
1497,82540,Telep,33,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2021.0,u izgradnji
1498,308000,Bulevar Patrijarha Pavla,151,4.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2021.0,novo
1499,177472,Petrovaradin,111,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
1500,62000,Novo Naselje,27,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
1501,130000,Novo Naselje,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,u izgradnji
1502,150000,Stara Detelinara,79,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2010.0,održavano
1503,87550,Stari Grad,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2001.0,održavano
1504,124468,Telep,50,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,održavano
1505,312600,Sremska Kamenica,185,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,održavano
1506,124630,Novo Naselje,55,3.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,održavano
1507,130800,Bulevar Patrijarha Pavla,55,3.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,održavano
1508,90228,Petrovaradin,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,održavano
1509,513000,Telep,276,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,održavano
1510,149350,Socijalno,63,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,novo
1511,116000,Liman 3,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",8,1970.0,potrebno renoviranje
1512,154500,Tatarsko Brdo,58,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",3,1970.0,potrebno renoviranje
1513,78700,Socijalno,30,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,potrebno renoviranje
1514,266150,Salajka,129,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2005.0,u izgradnji
1515,166900,Liman 4,81,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),4,2005.0,renovirano
1516,97850,Socijalno,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),1,2005.0,renovirano
1517,92700,rare_location,52,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,renovirano
1518,247200,Nova Detelinara,99,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2015.0,uobičajeno stanje
1519,176150,Stari Grad,45,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2015.0,u izgradnji
1520,164800,Grbavica,68,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2015.0,novo
1521,145860,Novo Naselje,86,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),3,2015.0,održavano
1522,89610,Socijalno,30,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),1,2015.0,novo
1523,87150,Petrovaradin,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2015.0,u izgradnji
1524,180300,Bulevar Patrijarha Pavla,81,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,u izgradnji
1525,95480,Novo Naselje,61,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),4,2022.0,u izgradnji
1526,118900,Sremska Kamenica,72,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
1527,164800,Grbavica,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
1528,78280,Stari Grad,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
1529,326430,Bulevar Oslobođenja,134,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,6,2023.0,uobičajeno stanje
1530,139000,Nova Detelinara,67,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,5,2000.0,uobičajeno stanje
1531,144200,Nova Detelinara,54,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2023.0,uobičajeno stanje
1532,123600,Grbavica,60,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,1962.0,uobičajeno stanje
1533,133490,Grbavica,48,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,uobičajeno stanje
1534,180300,Podbara,71,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2002.0,uobičajeno stanje
1535,61800,Stari Grad,38,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1947.0,uobičajeno stanje
1536,133900,Nova Detelinara,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,uobičajeno stanje
1537,144200,Socijalno,50,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2014.0,održavano
1538,49440,Bulevar Oslobođenja,30,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,0,2008.0,uobičajeno stanje
1539,288400,Novo Naselje,103,4.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,uobičajeno stanje
1540,139050,Podbara,47,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,2018.0,novo
1541,80090,Telep,32,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,novo
1542,79100,Telep,32,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,novo
1543,101970,Telep,45,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,novo
1544,160680,Novo Naselje,71,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,1979.0,novo
1545,126850,Telep,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,1979.0,u izgradnji
1546,139500,Grbavica,52,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
1547,149350,Bulevar Evrope,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2019.0,uobičajeno stanje
1548,200850,Grbavica,94,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,7,2021.0,uobičajeno stanje
1549,515000,Sajmište,149,5.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2021.0,uobičajeno stanje
1550,103000,Sajmište,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2006.0,uobičajeno stanje
1551,330000,Bulevar Oslobođenja,134,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,uobičajeno stanje
1552,75950,Podbara,30,1.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
1553,109180,Sajmište,58,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1554,144200,Liman 4,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,renovirano
1555,144200,Rotkvarija,49,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,renovirano
1556,133900,Bulevar Oslobođenja,52,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,renovirano
1557,131300,Grbavica,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,renovirano
1558,74160,Telep,31,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
1559,129400,Podbara,91,3.0,etažno grejanje,0,Dupleks,ima lift (1),1,terasa,3,2022.0,novo
1560,49440,Adice,33,2.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
1561,108150,Adice,62,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
1562,386630,Liman 4,208,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
1563,123600,Grbavica,63,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1564,159650,Grbavica,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
1565,127200,Novo Naselje,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
1566,206000,Nova Detelinara,86,4.0,centralno grejanje,0,Dupleks,ima lift (1),1,terasa,3,2022.0,novo
1567,84700,Nova Detelinara,35,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1568,320000,Stari Grad,86,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1569,128700,Bulevar Oslobođenja,49,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1570,199550,Kej,92,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,renovirano
1571,149350,Nova Detelinara,58,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,renovirano
1572,92700,Avijatičarsko Naselje,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,renovirano
1573,61800,Novo Naselje,48,2.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,renovirano
1574,56650,Adice,32,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,renovirano
1575,125660,Nova Detelinara,56,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,renovirano
1576,118450,Sajmište,59,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,renovirano
1577,61800,Salajka,36,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
1578,82400,Detelinara,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
1579,113300,Detelinara,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1580,136990,Nova Detelinara,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
1581,110210,Nova Detelinara,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
1582,92700,Adamovićevo Naselje,75,3.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1583,123600,Bulevar Oslobođenja,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1584,95600,Petrovaradin,64,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1585,103100,Petrovaradin,69,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1586,102000,Podbara,42,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
1587,85760,Veternik,50,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1588,97850,Podbara,53,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1589,149350,Novo Naselje,64,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
1590,70800,Adice,42,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
1591,159650,Nova Detelinara,64,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1592,171500,Podbara,90,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1593,167890,Socijalno,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1594,206010,Nova Detelinara,113,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
1595,236900,Bulevar Oslobođenja,101,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
1596,105900,Detelinara,49,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
1597,200850,Kej,78,4.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
1598,133900,Novo Naselje,64,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1599,123600,Sajmište,66,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,8,2022.0,novo
1600,98850,Telep,57,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1601,153300,Klisa,93,4.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
1602,139050,Liman 4,65,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1603,103000,Nova Detelinara,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1604,92700,Bulevar Oslobođenja,34,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1605,168200,Telep,71,3.0,etažno grejanje,0,Penthaus,ima lift (1),1,terasa,4,2022.0,novo
1606,134400,Telep,58,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1607,170600,Telep,72,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1608,72100,Grbavica,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
1609,87550,Novo Naselje,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
1610,127500,Telep,55,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1611,89500,Nova Detelinara,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
1612,112270,Grbavica,46,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
1613,99910,Sajmište,56,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2022.0,novo
1614,59750,Socijalno,20,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
1615,154500,Socijalno,57,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1616,164800,Nova Detelinara,87,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1617,236900,Stari Grad,67,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2022.0,novo
1618,145320,Novo Naselje,88,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1619,128800,Nova Detelinara,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
1620,169950,Grbavica,67,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2022.0,novo
1621,97850,Socijalno,39,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2022.0,novo
1622,80000,Stari Grad,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",4,2022.0,novo
1623,195000,Grbavica,94,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
1624,87000,Petrovaradin,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,novo
1625,81380,Petrovaradin,39,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2023.0,u izgradnji
1626,123600,Stari Grad,50,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,u izgradnji
1627,154500,Tatarsko Brdo,58,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,novo
1628,148500,Bulevar Patrijarha Pavla,81,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2005.0,novo
1629,113300,Salajka,42,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",2,2020.0,novo
1630,566500,Stari Grad,132,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2014.0,novo
1631,137040,Telep,58,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2014.0,u izgradnji
1632,127820,Telep,58,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2014.0,u izgradnji
1633,163120,Telep,71,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
1634,133260,Telep,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2014.0,u izgradnji
1635,56650,Socijalno,17,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2014.0,u izgradnji
1636,209540,Grbavica,79,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,uobičajeno stanje
1637,119000,Podbara,68,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"terasa, lođa",1,2014.0,uobičajeno stanje
1638,84400,Petrovaradin,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
1639,185950,Telep,72,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
1640,170640,Telep,72,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
1641,125750,Telep,54,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
1642,391400,Telep,169,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
1643,360500,Telep,145,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2014.0,u izgradnji
1644,157590,Stara Detelinara,79,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2014.0,u izgradnji
1645,133900,Grbavica,52,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terase (2),2,2014.0,renovirano
1646,103000,Grbavica,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2014.0,renovirano
1647,131330,Grbavica,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,uobičajeno stanje
1648,169950,Podbara,126,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,u izgradnji
1649,97600,Adice,40,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,u izgradnji
1650,185400,Podbara,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2001.0,u izgradnji
1651,157590,Stara Detelinara,79,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2001.0,u izgradnji
1652,87550,Nova Detelinara,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2001.0,u izgradnji
1653,144200,Socijalno,50,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,u izgradnji
1654,152900,Petrovaradin,81,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,u izgradnji
1655,51090,Klisa,32,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2001.0,novo
1656,338100,Stari Grad,101,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",3,2001.0,potrebno renoviranje
1657,275010,Sajmište,89,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2001.0,novo
1658,133900,Novo Naselje,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1985.0,u izgradnji
1659,262650,Bulevar Patrijarha Pavla,108,5.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,novo
1660,72100,Cara Dušana,26,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
1661,164000,Bulevar Oslobođenja,41,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,novo
1662,79000,Grbavica,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,održavano
1663,88680,Železnička stanica,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,potrebno renoviranje
1664,106500,Bulevar Patrijarha Pavla,44,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2020.0,potrebno renoviranje
1665,87650,Bulevar Evrope,37,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,renovirano
1666,68000,Nova Detelinara,25,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,renovirano
1667,162250,Podbara,63,2.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,"terasa, lođa",3,2020.0,renovirano
1668,95000,Nova Detelinara,53,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2006.0,uobičajeno stanje
1669,106000,Rotkvarija,52,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,4,2006.0,novo
1670,410000,Sremska Kamenica,181,5.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2006.0,novo
1671,75000,Nova Detelinara,40,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,6,2006.0,novo
1672,87550,Stari Grad,34,1.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,u izgradnji
1673,97850,Stari Grad,39,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2004.0,u izgradnji
1674,116290,Grbavica,45,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,2,2008.0,u izgradnji
1675,118350,Grbavica,43,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,4,2008.0,u izgradnji
1676,164000,Liman 3,70,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2008.0,renovirano
