,price,location,surface,rooms,heating,furniture,type,elevator,garage,infrastructure,floor,yearOfBuild,state
473,143560,Adice,93,4.0,grejanje na struju,0,Dupleks,ima lift (1),1,terasa,2,2024.0,u izgradnji
474,92700,Novo Naselje,50,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2024.0,u izgradnji
475,427500,Grbavica,155,5.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, lođa",3,2024.0,luksuzno
476,165600,Petrovaradin,134,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2024.0,luksuzno
477,139050,Novo Naselje,73,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2024.0,luksuzno
478,144200,Detelinara,96,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2024.0,luksuzno
479,159600,Bulevar Evrope,79,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2024.0,uobičajeno stanje
480,137500,Stari Grad,54,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,uobičajeno stanje
481,139000,Rotkvarija,45,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2024.0,uobičajeno stanje
482,136475,Rotkvarija,53,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2024.0,uobičajeno stanje
483,77250,Telep,30,1.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,6,2024.0,novo
484,329600,Stari Grad,131,5.0,grejanje na gas,1,Stan u zgradi,ima lift (1),1,terasa,1,1900.0,u izgradnji
485,115000,Bulevar Oslobođenja,50,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,2,1900.0,održavano
486,61800,Bulevar Patrijarha Pavla,24,1.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,3,1900.0,održavano
487,295000,Socijalno,113,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,1900.0,novo
488,48300,Adice,27,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
489,76220,Podbara,29,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
490,106605,Podbara,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
491,123600,Nova Detelinara,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
492,133900,Bulevar Evrope,63,3.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terase (2)",1,2010.0,novo
493,139050,Liman 4,65,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",2,2020.0,novo
494,86700,Novo Naselje,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",2,2020.0,renovirano
495,82400,Socijalno,34,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0,renovirano
496,67500,Bulevar Oslobođenja,23,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0,renovirano
497,108150,Grbavica,40,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0,renovirano
498,135000,Novo Naselje,72,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"prilaz za invalide, terasa",1,2020.0,renovirano
499,123600,Bulevar Oslobođenja,50,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,"prilaz za invalide, podrum",6,2020.0,renovirano
500,149350,Grbavica,53,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,1975.0,uobičajeno stanje
501,147290,Novo Naselje,80,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,1975.0,uobičajeno stanje
502,97000,Podbara,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2004.0,renovirano
503,123600,Grbavica,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2007.0,renovirano
504,100000,Detelinara,53,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2007.0,renovirano
505,123600,Socijalno,48,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",3,2007.0,renovirano
506,177000,Stari Grad,86,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",2,2007.0,renovirano
507,118450,Telep,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2007.0,novo
508,128750,Podbara,59,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2007.0,uobičajeno stanje
509,119480,Železnička stanica,52,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,novo
510,105000,Grbavica,44,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terase (2),0,2010.0,novo
511,64900,Adice,37,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,novo
512,70000,Telep,36,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,novo
513,128750,Bulevar Oslobođenja,49,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,renovirano
514,77250,Telep,85,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,1991.0,renovirano
515,127720,Novo Naselje,65,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2012.0,renovirano
516,133500,Novo Naselje,72,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2012.0,renovirano
517,224100,Socijalno,86,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2012.0,novo
518,329600,Stari Grad,131,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1900.0,uobičajeno stanje
519,159650,Petrovaradin,69,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
520,395000,Adamovićevo Naselje,175,5.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,uobičajeno stanje
521,187880,Sajmište,57,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
522,84980,Adice,50,3.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,terasa,1,2022.0,novo
523,66950,Bulevar Evrope,28,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
524,111900,Podbara,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"alarm, terasa",1,2022.0,novo
525,61800,Nova Detelinara,23,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"alarm, terasa",2,2022.0,novo
526,133900,Bulevar Oslobođenja,61,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,14,2022.0,novo
527,260000,Bulevar Evrope,106,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),2,"alarm, terasa",5,2010.0,luksuzno
528,131000,Liman 2,58,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,"podrum, terase (2)",6,2010.0,luksuzno
529,218000,Petrovaradin,116,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terase (2),2,2010.0,novo
530,236000,Liman 3,107,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,3,2008.0,uobičajeno stanje
531,108000,Adice,60,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0,u izgradnji
532,148500,Telep,70,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0,novo
533,94950,Podbara,40,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0,u izgradnji
534,128750,rare_location,66,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2023.0,novo
535,227000,Bulevar Oslobođenja,110,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"alarm, terasa",2,2023.0,uobičajeno stanje
536,72100,Socijalno,24,1.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"alarm, terasa",1,2004.0,uobičajeno stanje
537,129270,Novo Naselje,58,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,uobičajeno stanje
538,128750,rare_location,66,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,uobičajeno stanje
539,216300,Podbara,74,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,3,2010.0,renovirano
540,133900,Grbavica,53,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,renovirano
541,98660,Telep,39,2.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"tavan, terasa",3,2010.0,novo
542,187880,Sajmište,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"tavan, terasa",2,2010.0,novo
543,50000,Adice,23,1.0,etažno grejanje,2,Stan u zgradi,ima lift (1),1,"tavan, terasa",1,2010.0,renovirano
544,209500,Socijalno,73,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, alarm, podrum, terase (2), fitnes",2,2010.0,luksuzno
545,169000,Petrovaradin,82,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
546,163150,Grbavica,66,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,novo
547,89610,Podbara,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2010.0,novo
548,78000,Novo Naselje,41,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2002.0,uobičajeno stanje
549,128750,rare_location,66,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,uobičajeno stanje
550,114950,Telep,47,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
551,140200,Telep,57,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
552,155800,Telep,65,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
553,111700,Telep,45,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
554,122950,Telep,50,3.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
555,97000,Telep,39,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
556,73900,Telep,29,1.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
557,66400,Petrovaradin,36,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
558,280000,Salajka,101,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2021.0,uobičajeno stanje
559,116500,Stara Detelinara,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,1972.0,uobičajeno stanje
560,190000,Socijalno,89,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2017.0,uobičajeno stanje
561,58800,Adice,36,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2017.0,u izgradnji
562,108500,Telep,60,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2017.0,novo
563,51450,Adice,30,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2017.0,u izgradnji
564,195000,Bulevar Oslobođenja,94,3.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,terasa,7,2017.0,luksuzno
565,55000,Futoški put,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (2),1,terasa,6,2017.0,luksuzno
566,155900,Telep,109,5.0,podno grejanje,0,Stan u zgradi,ima lift (2),2,terase (2),1,2017.0,luksuzno
567,119990,Petrovaradin,60,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2017.0,u izgradnji
568,146800,Lipov Gaj,95,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,"dvorište, terasa, lođa",2,2017.0,novo
569,75000,Telep,36,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,3,2014.0,uobičajeno stanje
570,77000,Bulevar Patrijarha Pavla,30,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,3,2013.0,uobičajeno stanje
571,116000,Grbavica,45,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,2,2007.0,uobičajeno stanje
572,37080,Futoški put,19,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2007.0,u izgradnji
573,135033,Nova Detelinara,57,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,2,2007.0,uobičajeno stanje
574,107000,Nova Detelinara,42,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,1,2018.0,uobičajeno stanje
575,156500,Grbavica,64,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2012.0,uobičajeno stanje
576,103000,Grbavica,49,2.0,centralno grejanje,1,Stan u zgradi,ima lift (1),2,terasa,1,2012.0,novo
577,162230,Podbara,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,3,2012.0,renovirano
578,100550,Telep,44,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),2,terasa,2,2012.0,u izgradnji
579,79570,Bulevar Patrijarha Pavla,35,2.0,norveški radijatori,2,Stan u zgradi,ima lift (1),2,terase (2),1,2012.0,novo
580,72100,Salajka,30,1.0,norveški radijatori,0,Stan u zgradi,ima lift (1),2,terase (2),1,2012.0,novo
581,45000,Veternik,30,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terase (2),1,2012.0,novo
582,95000,Bulevar Oslobođenja,56,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terase (2),5,2003.0,uobičajeno stanje
583,92700,Tatarsko Brdo,72,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2003.0,u izgradnji
584,92700,Tatarsko Brdo,71,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2003.0,u izgradnji
585,72100,Grbavica,26,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2010.0,uobičajeno stanje
586,38100,Petrovaradin,31,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2010.0,u izgradnji
587,204990,Lipov Gaj,107,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2010.0,u izgradnji
588,130000,Bulevar Oslobođenja,71,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,5,2005.0,uobičajeno stanje
589,116800,Klisa,63,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2005.0,u izgradnji
590,129800,Stari Grad,45,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,5,2014.0,uobičajeno stanje
591,200850,Adice,100,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2014.0,u izgradnji
592,69000,Stari Grad,36,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,0,2005.0,uobičajeno stanje
593,73100,Petrovaradin,43,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,1,2005.0,u izgradnji
594,58700,Detelinara,47,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,4,1970.0,uobičajeno stanje
595,87550,Novo Naselje,47,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,2,1990.0,uobičajeno stanje
596,138400,Nova Detelinara,84,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),2,terasa,5,2006.0,uobičajeno stanje
597,222800,Petrovaradin,122,4.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2006.0,u izgradnji
598,129800,Salajka,45,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2006.0,u izgradnji
599,68000,Adice,38,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
600,46350,Nova Detelinara,22,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2008.0,uobičajeno stanje
601,103000,Sremska Kamenica,41,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2008.0,u izgradnji
602,71000,Novo Naselje,40,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1982.0,uobičajeno stanje
603,55500,Novo Naselje,27,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1990.0,uobičajeno stanje
604,50000,Petrovaradin,31,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,0,1990.0,u izgradnji
605,52000,Veternik,25,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,0,1990.0,u izgradnji
606,144000,Stari Grad,58,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1965.0,uobičajeno stanje
607,92700,Nova Detelinara,44,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2005.0,uobičajeno stanje
608,165000,Grbavica,91,3.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,uobičajeno stanje
609,87100,Petrovaradin,47,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2001.0,u izgradnji
610,137500,Detelinara,58,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,1980.0,uobičajeno stanje
611,67000,Grbavica,23,1.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2007.0,uobičajeno stanje
612,64000,Stari Grad,27,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2002.0,uobičajeno stanje
613,123600,Liman,62,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,1970.0,uobičajeno stanje
614,88600,Bulevar Oslobođenja,48,2.0,podno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2002.0,uobičajeno stanje
615,98410,Adice,53,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,novo
616,149560,Bulevar Patrijarha Pavla,66,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),2,2020.0,novo
617,139050,Sajmište,64,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terase (2),6,2020.0,renovirano
618,146000,Stara Detelinara,63,3.0,grejanje na gas,2,Stan u zgradi,ima lift (1),1,"terasa, lođa",2,2020.0,renovirano
619,106600,Nova Detelinara,45,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
620,61800,Podbara,47,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
621,123600,Telep,66,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
622,339900,Petrovaradin,180,4.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,uobičajeno stanje
623,210120,Sajmište,68,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,8,2021.0,novo
624,115000,Bulevar Evrope,49,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2021.0,novo
625,103500,Adice,67,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,novo
626,150000,Stari Grad,60,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2022.0,novo
627,288400,Stari Grad,112,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2022.0,uobičajeno stanje
628,100000,Bulevar Oslobođenja,43,2.0,grejanje na struju,0,Stan u zgradi,ima lift (1),1,"tavan, terasa",9,2022.0,uobičajeno stanje
629,105000,Salajka,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2022.0,novo
630,87100,Petrovaradin,47,2.0,etažno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
631,100000,Telep,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2023.0,u izgradnji
632,63900,Veternik,28,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
633,103000,Veternik,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
634,105050,Veternik,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
635,63900,Veternik,28,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2010.0,u izgradnji
636,61800,Veternik,28,1.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
637,103000,Veternik,57,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
638,155000,Nova Detelinara,52,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",3,2020.0,luksuzno
639,185400,Grbavica,85,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
640,122570,Liman 4,55,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,6,2020.0,renovirano
641,77250,Železnička stanica,42,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2020.0,novo
642,123600,Novo Naselje,62,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
643,146800,Nova Detelinara,57,3.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,uobičajeno stanje
644,125000,rare_location,51,2.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",5,2020.0,uobičajeno stanje
645,185400,Sajmište,65,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,"prilaz za invalide, dvorište, terasa",2,2020.0,uobičajeno stanje
646,121000,Bulevar Oslobođenja,57,3.0,centralno grejanje,2,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,uobičajeno stanje
647,123800,Veternik,89,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
648,103900,Veternik,56,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,uobičajeno stanje
649,356640,Sremska Kamenica,139,5.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
650,85490,Cara Dušana,43,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
651,259560,Liman 4,97,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,6,2002.0,u izgradnji
652,130000,Grbavica,52,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
653,79310,Petrovaradin,36,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2002.0,u izgradnji
654,107000,Adice,69,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2019.0,u izgradnji
655,77250,Telep,33,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,3,2019.0,u izgradnji
656,79100,Sajmište,32,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2019.0,u izgradnji
657,122570,Stari Grad,41,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,4,2009.0,u izgradnji
658,157080,Nova Detelinara,61,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2023.0,u izgradnji
659,1030,Bulevar Oslobođenja,375,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,6,2023.0,u izgradnji
660,159650,Grbavica,68,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,5,2015.0,u izgradnji
661,1,Liman,102,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,5,2005.0,u izgradnji
662,375950,Socijalno,181,5.0,centralno grejanje,1,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,novo
663,149100,Telep,69,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,novo
664,121030,Sremska Kamenica,50,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0,novo
665,120000,Nova Detelinara,66,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,7,2005.0,uobičajeno stanje
666,120000,Stari Grad,57,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,uobičajeno stanje
667,45000,Detelinara,22,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2005.0,uobičajeno stanje
668,132000,Liman,47,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",8,2005.0,uobičajeno stanje
669,85000,Bulevar Oslobođenja,30,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"podrum, terasa",1,2005.0,novo
670,183000,Liman 3,63,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2005.0,novo
671,119000,Stari Grad,41,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2005.0,uobičajeno stanje
672,230000,Podbara,96,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,3,2005.0,u izgradnji
673,168300,Liman 4,76,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,8,1970.0,u izgradnji
674,159650,Nova Detelinara,45,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2019.0,u izgradnji
675,87550,Bulevar Oslobođenja,34,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2000.0,u izgradnji
676,161000,Stari Grad,116,4.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2000.0,renovirano
677,115713,Liman 4,50,2.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
678,134200,Liman 4,61,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
679,151118,Liman 4,69,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
680,211486,Liman 4,96,4.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",2,2020.0,u izgradnji
681,175100,Liman 2,77,3.0,grejanje na gas,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",10,2020.0,u izgradnji
682,87710,Socijalno,25,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,"dvorište, terasa",2,2020.0,u izgradnji
683,150580,Socijalno,43,2.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2020.0,u izgradnji
684,87000,Socijalno,25,1.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,1,2020.0,u izgradnji
685,118450,Stara Detelinara,51,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,4,2020.0,renovirano
686,125660,Novo Naselje,58,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,1980.0,uobičajeno stanje
687,236280,Petrovaradin,75,3.0,centralno grejanje,0,Stan u zgradi,ima lift (1),1,terasa,2,2010.0,u izgradnji
