,cene,adrese,sobe,grejanje,infrastructure,namestenost,opremljenost,povrsina,spratnost,tip
0,92700.0,Petrovaradin,3,grejanje na struju,terasa,prazno,"internet, klima",70 ,1,Stan u zgradi
1,169950.0,Adamovićevo Naselje,3,grejanje na gas,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",68 ,2,Stan u zgradi
2,204970.0,Veternička Rampa,4,grejanje na gas,"podrum, terasa, Bazen za plivanje",namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",107 ,1,Stan u zgradi
3,167890.0,Rotkvarija,2.5,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, klima, frižider, šporet, ležaj, Kanalizacija",70 ,3,Stan u zgradi
4,158050.0,Petrovaradin,3.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",93 ,4,Dupleks
5,177200.0,Bulevar Oslobođenja,4,etažno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",93 ,2,Dupleks
6,231750.0,Bulevar Oslobođenja,3,etažno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",84 ,7,Stan u zgradi
7,68500.0,Nova Detelinara,0.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",23 ,5,Stan u zgradi
8,195000.0,Bulevar Patrijarha Pavla,3,grejanje na gas,terase (2),polunamešteno,"kablovska, internet, interfon, klima, Kanalizacija",85 ,3,Stan u zgradi
9,395000.0,Adamovićevo Naselje,5,grejanje na gas,terasa,polunamešteno,"kablovska, internet, interfon, klima, Kanalizacija",175 ,1,Stan u zgradi
10,50000.0,Adice,1.5,grejanje na gas,terasa,polunamešteno,"kablovska, internet, interfon, klima, Kanalizacija",37 ,prizemlje,Stan u zgradi
11,54600.0,Novo Naselje,0.5,centralno grejanje,terasa,polunamešteno,"kablovska, internet, interfon, klima, Kanalizacija",22 ,3,Stan u zgradi
12,60500.0,Satelitska Pijaca,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",48 ,1,Stan u zgradi
13,145000.0,"LIMAN 3, NOVI SAD",3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",83 ,9,Stan u zgradi
14,70000.0,"PODBARA, NOVI SAD",1,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",26 ,2,Stan u zgradi
15,41200.0,Centar,0.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",22 ,suteren,Stan u zgradi
16,66950.0,Novo Naselje,0.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",23 ,2,Stan u zgradi
17,68650.0,Detelinara,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",43 ,2,Stan u zgradi
18,123600.0,Liman 3,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",59 ,6,Stan u zgradi
19,123600.0,Centar,1,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",48 ,2,Stan u zgradi
20,301000.0,Socijalno,5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",133 ,4,Stan u zgradi
21,445500.0,Cara Dušana,5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",173 ,1,Stan u zgradi
22,35000.0,Adice,0.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",17 ,prizemlje,Stan u zgradi
23,220000.0,Grbavica,4,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",116 ,5,Stan u zgradi
24,123600.0,Tatarsko Brdo,2.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",75 ,2,Stan u zgradi
25,128750.0,Nova Detelinara,2.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",50 ,1,Stan u zgradi
26,219350.0,Centar,4.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",151 ,3,Stan u zgradi
27,118450.0,Železnička stanica,2.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",56 ,5,Stan u zgradi
28,71070.0,Detelinara,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",47 ,visoko,Stan u zgradi
29,79100.0,Sajmište,1.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",32 ,2,Stan u zgradi
30,67980.0,Bulevar Evrope,0.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",26 ,1,Stan u zgradi
31,64900.0,Adice,1.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",37 ,2,Stan u zgradi
32,63650.0,Zlatiborska,1.5,grejanje na gas,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",30 ,2,Stan u zgradi
33,107070.0,Kej,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, Kanalizacija",63 ,5,Stan u zgradi
34,110000.0,Cankareva,2,centralno grejanje,"prilaz za invalide, dvorište, terasa",prazno,klima,45 ,4,Stan u zgradi
35,79000.0,Sajmište,1.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",32 ,2,Stan u zgradi
36,135000.0,Bulevar Oslobođenja,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",82 ,2,Stan u zgradi
37,46000.0,Petrovaradin,0.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",27 ,prizemlje,Stan u zgradi
38,126900.0,Telepska dolina,3.5,podno grejanje,terasa,prazno,"kablovska, internet, interfon",91 ,prizemlje,Stan u zgradi
39,89050.0,Lipov Gaj,2,podno grejanje,terasa,prazno,"kablovska, internet, interfon",51 ,1,Stan u zgradi
40,398000.0,Spens,4,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",112 ,7,Stan u zgradi
41,174000.0,Liman 3,3.5,centralno grejanje,terasa,polunamešteno,"kablovska, internet, interfon, klima",80 ,13,Stan u zgradi
42,150000.0,Podbara,2,grejanje na gas,terasa,namešteno,"interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",49 ,4,Stan u zgradi
43,118000.0,Grbavica,2,centralno grejanje,terasa,prazno,"interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",57 ,4,Stan u zgradi
44,270000.0,Centar,3.5,centralno grejanje,terasa,prazno,"interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",119 ,1,Stan u zgradi
45,58700.0,Detelinara,2,centralno grejanje,terasa,prazno,"interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",47 ,4,Stan u zgradi
46,110000.0,Adamovićevo Naselje,2,grejanje na gas,"dvorište, terasa",polunamešteno,"telefon, kablovska",50 ,1,Stan u zgradi
47,103000.0,Cara Dusana,2.5,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",69 ,6,Stan u zgradi
48,137000.0,Jiricekova,2.5,centralno grejanje,"prilaz za invalide, podrum, terasa",prazno,"kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",62 ,visoko,Stan u zgradi
49,55500.0,Novo Naselje,1,centralno grejanje,"prilaz za invalide, podrum, terasa",prazno,"kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",27 ,prizemlje,Stan u zgradi
50,135000.0,Jerneja Kopitara,3,grejanje na gas,"prilaz za invalide, dvorište, terasa",namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",53 ,visoko,Stan u zgradi
51,69220.0,Adice,1.5,grejanje na gas,terasa,namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",42 ,2,Stan u zgradi
52,255750.0,Sajmište,4,grejanje na gas,terasa,namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",95 ,3,Stan u zgradi
53,108560.0,Železnička stanica,2,grejanje na gas,terasa,namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",62 ,2,Stan u zgradi
54,105060.0,Adice,3,grejanje na gas,terasa,namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",68 ,prizemlje,Stan u zgradi
55,255750.0,Sajmište,4,grejanje na gas,terasa,namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",95 ,1,Stan u zgradi
56,220500.0,Telep,4,grejanje na gas,terasa,prazno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",105 ,1,Stan u zgradi
57,114990.0,Ilirska,2.5,grejanje na gas,"dvorište, terasa",namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",60 ,4,Stan u zgradi
58,103000.0,Ilariona Ruvarca 34,2,centralno grejanje,"prilaz za invalide, dvorište, terasa",polunamešteno,"telefon, kablovska",44 ,3,Stan u zgradi
59,126000.0,Nova Detelinara,2.5,centralno grejanje,terasa,polunamešteno,"klima, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet",56 ,1,Stan u zgradi
60,182500.0,Kosovska 24,3,centralno grejanje,terasa,polunamešteno,"telefon, kablovska, klima, kuhinjski elementi, plakar",70 ,5,Stan u zgradi
61,60000.0,Šarengrad,1.5,grejanje na gas,"dvorište, terasa",namešteno,"telefon, kablovska, klima, kuhinjski elementi, plakar",27 ,prizemlje,Stan u zgradi
62,93730.0,Detelinara,1.5,grejanje na gas,terasa,prazno,"telefon, kablovska, klima, kuhinjski elementi, plakar",38 ,1,Stan u zgradi
63,85490.0,Bulevar Patrijarha Pavla,1.5,grejanje na gas,terasa,prazno,"telefon, kablovska, klima, kuhinjski elementi, plakar",35 ,1,Stan u zgradi
64,113300.0,Adamovićevo Naselje,2,grejanje na gas,terasa,namešteno,"internet, interfon, klima, veš mašina, frižider, šporet, ležaj, Kanalizacija",47 ,1,Stan u zgradi
65,123600.0,Telep,2.5,grejanje na gas,terasa,polunamešteno,"kablovska, internet, interfon, klima, Kanalizacija",57 ,1,Stan u zgradi
66,66950.0,Petrovaradin,3,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, klima, frižider, šporet, ležaj, Kanalizacija",53 ,5,Stan u zgradi
67,77250.0,Telep,1.5,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, klima, frižider, šporet, ležaj, Kanalizacija",33 ,3,Stan u zgradi
68,136680.0,Novo Naselje,3.5,grejanje na gas,terasa,namešteno,"kablovska, internet, interfon, klima, frižider, šporet, ležaj, Kanalizacija",81 ,1,Stan u zgradi
69,133900.0,Adamovićevo Naselje,2.5,grejanje na gas,terasa,namešteno,"kablovska, klima, Kanalizacija",63 ,1,Stan u zgradi
70,128750.0,Telep,3,grejanje na gas,terasa,prazno,Kanalizacija,77 ,visoko,Stan u zgradi
71,84460.0,Novo Naselje,1.5,grejanje na gas,terasa,prazno,Kanalizacija,46 ,3,Stan u zgradi
72,131800.0,Novo Naselje,3,centralno grejanje,terasa,namešteno,"internet, interfon, klima, frižider, šporet, ležaj, Kanalizacija",65 ,4,Stan u zgradi
73,190550.0,Veternička Rampa,4.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, Kanalizacija",106 ,2,Stan u zgradi
74,164800.0,Grbavica,1.5,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",52 ,1,Stan u zgradi
75,69300.0,Adice,1.5,centralno grejanje,terasa,prazno,Kanalizacija,42 ,prizemlje,Stan u zgradi
76,74160.0,Novo Naselje,1.5,centralno grejanje,podrum,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, frižider, šporet, ležaj, Kanalizacija",32 ,5,Stan u zgradi
77,174500.0,Telep,4,grejanje na gas,terasa,prazno,"kablovska, internet, klima, Kanalizacija",113 ,4,Stan u zgradi
78,92700.0,Bulevar Evrope,2.5,grejanje na gas,terasa,namešteno,"kablovska, internet, interfon, klima, veš mašina, frižider, šporet, ležaj, Kanalizacija",51 ,4,Stan u zgradi
79,140390.0,Novo Naselje,4,centralno grejanje,terasa,prazno,"interfon, klima, Kanalizacija",94 ,5,Dupleks
80,126855.0,Adice,3.5,podno grejanje,terasa,prazno,"kablovska, internet, interfon, Kanalizacija",91 ,prizemlje,Stan u zgradi
81,141050.0,Patrijarha Carnojevica,2.5,centralno grejanje,terasa,prazno,kablovska,91 ,potkrovlje,Stan u zgradi
82,77250.0,Železnička stanica,1,centralno grejanje,terasa,prazno,kablovska,30 ,3,Stan u zgradi
83,260000.0,Liman 4,4,centralno grejanje,terasa,prazno,kablovska,97 ,6,Stan u zgradi
84,211000.0,Riblja Pijaca,3,centralno grejanje,terasa,prazno,kablovska,90 ,visoko,Stan u zgradi
85,87500.0,Liman 3,1,centralno grejanje,terasa,prazno,kablovska,36 ,7,Stan u zgradi
86,165000.0,Novo Naselje,3,centralno grejanje,terasa,prazno,kablovska,87 ,2,Stan u zgradi
87,515000.0,Nova Detelinara,4,grejanje na gas,terasa,prazno,kablovska,132 ,4,Stan u zgradi
88,174070.0,Bulevar Evrope,3,grejanje na gas,terasa,prazno,kablovska,65 ,4,Stan u zgradi
89,172500.0,Grbavica,3,centralno grejanje,terasa,prazno,kablovska,91 ,1,Stan u zgradi
90,71000.0,Nova Detelinara,0.5,centralno grejanje,terasa,prazno,kablovska,26 ,3,Stan u zgradi
91,97850.0,Centar,0.5,centralno grejanje,terasa,prazno,kablovska,31 ,3,Stan u zgradi
92,99000.0,Patrijarha Čarnojevića,1.5,centralno grejanje,terasa,prazno,klima,42 ,1,Stan u zgradi
93,168700.0,Nova Detelinara,2.5,centralno grejanje,terasa,prazno,klima,63 ,visoko,Stan u zgradi
94,1.0,Spens,4,centralno grejanje,terasa,prazno,klima,94 ,2,Stan u zgradi
95,99910.0,Južni Telep,1.5,grejanje na gas,terasa,prazno,klima,41 ,1,Stan u zgradi
96,81300.0,Petrovaradin,3,grejanje na gas,terasa,prazno,klima,51 ,visoko,Stan u zgradi
97,190500.0,Liman 3,3,centralno grejanje,terasa,prazno,klima,74 ,5,Stan u zgradi
98,103000.0,Detelinara,3,centralno grejanje,terasa,prazno,klima,62 ,1,Stan u zgradi
99,1.0,Centar,3.5,centralno grejanje,terasa,prazno,klima,92 ,2,Stan u zgradi
100,127720.0,Šarengrad,2.5,centralno grejanje,terasa,prazno,klima,65 ,4,Stan u zgradi
101,132000.0,Vladike Ćirića,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",101 ,4,Stan u zgradi
102,233600.0,Socijalno,4,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",108 ,4,Stan u zgradi
103,69000.0,Centar,1.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",30 ,2,Stan u zgradi
104,98500.0,Nova Detelinara,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",49 ,2,Stan u zgradi
105,113710.0,Somborska,2.5,grejanje na gas,terasa,namešteno,"telefon, interfon, klima",48 ,2,Stan u zgradi
106,133900.0,Bulevar Evrope,3,grejanje na gas,terasa,namešteno,"telefon, interfon, klima",63 ,1,Stan u zgradi
107,148000.0,Dr Svetislava Kasapinovica 12,2,centralno grejanje,"prilaz za invalide, terasa",namešteno,"klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",66 ,1,Stan u zgradi
108,170000.0,Miše Dimitrijevića,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",86 ,3,Stan u zgradi
109,288500.0,Petra Drapšina,5,centralno grejanje,terasa,prazno,"internet, interfon",154 ,5,Stan u zgradi
110,122570.0,Augusta Cesarca,2,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon",41 ,4,Stan u zgradi
111,213000.0,Bulevar Kralja Petra I,4,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",81 ,3,Stan u zgradi
112,110500.0,Bulevar Kralja Petra I,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",38 ,1,Stan u zgradi
113,139050.0,Bulevar Evrope,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",56 ,1,Stan u zgradi
114,135000.0,Sajmište,2.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",67 ,1,Stan u zgradi
115,135000.0,Adamovićevo Naselje,3,grejanje na gas,terasa,prazno,klima,60 ,1,Stan u zgradi
116,113000.0,Nova Detelinara,2,centralno grejanje,terasa,polunamešteno,klima,50 ,visoko,Stan u zgradi
117,104000.0,Centar,2,centralno grejanje,terasa,prazno,"interfon, klima",52 ,prizemlje,Stan u zgradi
118,711000.0,Bulevar Evrope,3,centralno grejanje,terasa,prazno,"telefon, interfon, klima",230 ,11,Stan u zgradi
119,192500.0,Petrovaradin,4,centralno grejanje,terasa,prazno,"telefon, kablovska, internet",86 ,2,Stan u zgradi
120,130000.0,Nova Detelinara,2.5,centralno grejanje,terasa,namešteno,"telefon, kablovska, internet, klima",50 ,1,Stan u zgradi
121,498000.0,Bulevar Patrijarha Pavla (Somborski Bulevar),4,grejanje na gas,"terasa, lođa",namešteno,"telefon, kablovska, internet, klima",113 ,4,Stan u zgradi
122,56650.0,Filipa Višnjića,2,centralno grejanje,"terasa, lođa",prazno,"telefon, kablovska, internet, interfon",39 ,prizemlje,Stan u zgradi
123,66000.0,Sajmište,0.5,centralno grejanje,"terasa, lođa",prazno,"telefon, kablovska, internet, interfon, klima",24 ,3,Stan u zgradi
124,144200.0,Hadži Ruvimova,4,centralno grejanje,"tavan, terasa",prazno,"telefon, kablovska, internet, interfon, klima",96 ,5,Stan u zgradi
125,167890.0,Hadži Ruvimova,3,centralno grejanje,terasa,namešteno,"telefon, kablovska, internet, interfon, klima",93 ,5,Stan u zgradi
126,131600.0,Patrijarha Čarnojevića,2.5,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, klima",71 ,3,Stan u zgradi
127,180250.0,Čajkovskog,4,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",93 ,1,Stan u zgradi
128,219000.0,Bulevar Oslobođenja,4,centralno grejanje,"dvorište, alarm, podrum",namešteno,"telefon, kablovska, klima",110 ,5,Stan u zgradi
129,175000.0,Cajkovskog 10 A,4,centralno grejanje,"prilaz za invalide, dvorište, terasa, lođa",prazno,kablovska,93 ,1,Stan u zgradi
130,65000.0,Vršačka,0.5,grejanje na gas,prilaz za invalide,prazno,"kablovska, klima",26 ,1,Stan u zgradi
131,185000.0,Profesora Grčića,4,podno grejanje,dvorište,namešteno,"kablovska, klima",84 ,prizemlje,Dupleks
132,133500.0,Kornelija Stankovića,2.5,centralno grejanje,podrum,prazno,"kablovska, klima",58 ,visoko,Stan u zgradi
133,206000.0,Bulevar Oslobođenja,5,centralno grejanje,terasa,prazno,"kablovska, klima",90 ,1,Stan u zgradi
134,90080.0,Veselina Masleše,2,centralno grejanje,terasa,prazno,telefon,53 ,8,Stan u zgradi
135,55000.0,Ilije Ognjanovića,0.5,centralno grejanje,terasa,prazno,"telefon, kablovska, internet",19 ,1,Stan u zgradi
136,383700.0,Trg mladenaca,5,centralno grejanje,"terasa, lođa",prazno,"telefon, kablovska, internet, interfon, klima",149 ,2,Stan u zgradi
137,135960.0,Episkopa Visariona,2,centralno grejanje,terasa,prazno,"telefon, kablovska, internet, interfon, klima",44 ,2,Stan u zgradi
138,72100.0,Boška Buhe,0.5,centralno grejanje,terasa,prazno,telefon,25 ,2,Stan u zgradi
139,151410.0,Đorđa Nikšića Johana,3,centralno grejanje,"tavan, podrum, terasa",prazno,"telefon, interfon",80 ,1,Stan u zgradi
140,113300.0,Stevana Momčilovića,2,centralno grejanje,terasa,namešteno,"telefon, internet, interfon, klima",50 ,3,Stan u zgradi
141,95000.0,Imrea Borija,1.5,centralno grejanje,terasa,polunamešteno,"telefon, internet, interfon, klima",35 ,2,Stan u zgradi
142,56650.0,Antuna Urbana,1,centralno grejanje,terasa,prazno,telefon,30 ,visoko,Stan u zgradi
143,89610.0,Veternik,2,grejanje na gas,terasa,prazno,"telefon, interfon",52 ,2,Stan u zgradi
144,222750.0,Petefi Šandora 97,4,grejanje na gas,"dvorište, podrum, terasa",prazno,"telefon, kablovska, klima, ventilacija",99 ,visoko,Stan u zgradi
145,77250.0,Franje Štefanovića,2,centralno grejanje,"dvorište, podrum, terasa",prazno,"telefon, kablovska, klima, ventilacija",62 ,potkrovlje,Stan u zgradi
146,159900.0,Cara Dušana,3,centralno grejanje,"dvorište, podrum, terasa",prazno,"telefon, kablovska, klima, ventilacija",69 ,1,Stan u zgradi
147,226600.0,Futoška,4,centralno grejanje,"terasa, lođa",namešteno,"telefon, kablovska, klima, ventilacija",99 ,3,Stan u zgradi
148,109000.0,Narodnog fronta,1.5,centralno grejanje,"terasa, lođa",namešteno,"telefon, kablovska, klima, ventilacija",46 ,1,Stan u zgradi
149,63000.0,Podbara,0.5,grejanje na struju,terasa,prazno,"telefon, kablovska, klima, ventilacija",27 ,1,Stan u zgradi
150,135033.0,Nova Detelinara,2.5,grejanje na struju,terasa,prazno,"telefon, kablovska, klima, ventilacija",57 ,2,Stan u zgradi
151,185000.0,Fruškogorska ulica,3,centralno grejanje,terase (2),prazno,"telefon, kablovska, klima, ventilacija",77 ,12,Stan u zgradi
152,240000.0,Veselina Masleše,3,centralno grejanje,terase (2),namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",94 ,5,Stan u zgradi
153,96000.0,Telep,2,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",42 ,2,Stan u zgradi
154,92000.0,Kornelija Stankovica 29,1.5,centralno grejanje,"dvorište, terasa",namešteno,"telefon, kablovska, klima",37 ,1,Stan u zgradi
155,207600.0,NOV MODERAN STAN sa garažom,3,centralno grejanje,terasa,prazno,"telefon, kablovska, klima",72 ,1,Stan u zgradi
156,61800.0,Novosadski put,1.5,podno grejanje,terasa,prazno,"telefon, kablovska, klima",29 ,2,Stan u zgradi
157,92700.0,Rumenački put,2,centralno grejanje,terasa,prazno,telefon,48 ,4,Stan u zgradi
158,123600.0,Telep,3,centralno grejanje,terasa,prazno,telefon,66 ,2,Stan u zgradi
159,339900.0,Petrovaradin,4,centralno grejanje,terasa,prazno,telefon,180 ,4,Stan u zgradi
160,135000.0,Adamovićevo Naselje,3,grejanje na gas,terasa,prazno,klima,60 ,1,Stan u zgradi
161,310000.0,Liman 4,3,grejanje na gas,terasa,namešteno,klima,108 ,7,Penthaus
162,117500.0,Podbara,2.5,centralno grejanje,terasa,polunamešteno,klima,48 ,3,Stan u zgradi
163,62830.0,LASLA GALA,1,centralno grejanje,terasa,polunamešteno,klima,28 ,3,Stan u zgradi
164,162250.0,DUSANA VASILJEVA,3,centralno grejanje,terasa,polunamešteno,klima,63 ,3,Stan u zgradi
165,155000.0,Novi Majur,3,grejanje na gas,"dvorište, alarm, terasa",prazno,"telefon, kablovska, ventilacija",69 ,1,Stan u zgradi
166,147000.0,Djordja Niksica Johana 15 (Vlasnik),3,centralno grejanje,"prilaz za invalide, dvorište, tavan, terase (2), lođe (2)",prazno,"telefon, kablovska, klima",80 ,1,Stan u zgradi
167,252000.0,Jozefa Marcoka,4,centralno grejanje,"tavan, terase (2)",prazno,"kablovska, klima",97 ,6,Stan u zgradi
168,81000.0,Dusana Danilovica,1.5,centralno grejanje,"prilaz za invalide, tavan, terasa",prazno,"kablovska, klima",39 ,prizemlje,Stan u zgradi
169,299500.0,Centar,4.5,centralno grejanje,"prilaz za invalide, tavan, terasa",prazno,"kablovska, klima",137 ,4,Stan u zgradi
170,55600.0,Avijatičarsko Naselje,0.5,centralno grejanje,terasa,prazno,"kablovska, klima",27 ,visoko,Stan u zgradi
171,135300.0,Bulevar Evrope,3,podno grejanje,terasa,prazno,"klima, Kanalizacija",71 ,4,Stan u zgradi
172,126690.0,Nova Detelinara,3,centralno grejanje,terasa,namešteno,"klima, Kanalizacija",68 ,5,Stan u zgradi
173,123600.0,Socijalno,2,centralno grejanje,"podrum, terasa",prazno,"kablovska, internet, interfon, klima, frižider, šporet",48 ,3,Stan u zgradi
174,114600.0,Petrovaradin,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima, frižider, šporet",48 ,1,Stan u zgradi
175,92700.0,Kraljevića Marka,0.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",28 ,7,Stan u zgradi
176,113300.0,Bulevar Kneza Milosa,2,centralno grejanje,terasa,namešteno,"telefon, internet, interfon",63 ,1,Stan u zgradi
177,147100.0,Subotička,3,grejanje na gas,terasa,prazno,"kablovska, internet, interfon",59 ,2,Stan u zgradi
178,160700.0,Bate Brkića,3,centralno grejanje,"podrum, terasa",prazno,"kablovska, internet, interfon",71 ,2,Stan u zgradi
179,71000.0,Detelinara,2,centralno grejanje,"podrum, terasa",prazno,"kablovska, internet, interfon",47 ,visoko,Stan u zgradi
180,128000.0,Cara Dušana,0.5,grejanje na struju,lođa,prazno,"kablovska, internet, interfon",34 ,2,Stan u zgradi
181,80340.0,Rumenački put,1.5,centralno grejanje,terasa,prazno,"telefon, kablovska, internet, interfon",39 ,5,Stan u zgradi
182,133190.0,Klisa,4,podno grejanje,terasa,prazno,"telefon, kablovska, internet, interfon",91 ,prizemlje,Stan u zgradi
183,55500.0,Stojana Novakovića,1,centralno grejanje,prilaz za invalide,prazno,kablovska,27 ,prizemlje,Stan u zgradi
184,135300.0,Bulevar Evrope,3,podno grejanje,terasa,prazno,klima,71 ,4,Stan u zgradi
185,149350.0,Socijalno,3,centralno grejanje,terasa,prazno,klima,63 ,4,Stan u zgradi
186,180000.0,Bulevar Oslobođenja,3.5,centralno grejanje,terasa,prazno,klima,86 ,4,Stan u zgradi
187,85700.0,Novo Naselje,2,centralno grejanje,terasa,prazno,klima,64 ,14,Stan u zgradi
188,252300.0,Centar,3.5,grejanje na gas,terasa,prazno,klima,85 ,2,Stan u zgradi
189,181700.0,Nova Detelinara,3,centralno grejanje,terasa,prazno,klima,63 ,1,Stan u zgradi
190,107530.0,Rotkvarija,1.5,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, frižider, ležaj",36 ,5,Stan u zgradi
191,155720.0,Liman 1,3,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, frižider, ležaj",67 ,8,Stan u zgradi
192,60500.0,Bistrica,0.5,centralno grejanje,terasa,namešteno,"telefon, kablovska",24 ,1,Stan u zgradi
193,59140.0,Bistrica,0.5,grejanje na gas,terasa,prazno,"telefon, kablovska",22 ,3,Stan u zgradi
