,cene,adrese,sobe,grejanje,infrastructure,namestenost,opremljenost,povrsina,spratnost,tip
930,127700.0,Telep,3,etažno grejanje,terasa,prazno,"telefon, kablovska",66 ,3,Stan u zgradi
931,165000.0,Bulevar Evrope,4,grejanje na gas,"prilaz za invalide, terasa",prazno,"telefon, kablovska, klima",82 ,5,Stan u zgradi
932,50800.0,Klisa,1,centralno grejanje,"prilaz za invalide, terasa",prazno,"telefon, kablovska, klima",29 ,visoko,Stan u zgradi
933,123600.0,Adamovićevo Naselje,1.5,centralno grejanje,terasa,prazno,"telefon, kablovska, klima",49 ,1,Stan u zgradi
934,115360.0,Bistrica,2,centralno grejanje,terasa,prazno,"telefon, kablovska, klima",57 ,3,Stan u zgradi
935,87550.0,Janka Veselinovića,1.5,centralno grejanje,"tavan, podrum, terasa",namešteno,"telefon, kablovska, klima",40 ,4,Stan u zgradi
936,58980.0,Južni Telep,1.5,grejanje na gas,terasa,namešteno,"telefon, kablovska, klima",29 ,2,Stan u zgradi
937,111270.0,Salajka,2.5,grejanje na gas,terasa,namešteno,"telefon, kablovska, klima",52 ,3,Stan u zgradi
938,111240.0,Centar,2.5,grejanje na gas,terasa,namešteno,"telefon, kablovska, klima",52 ,3,Stan u zgradi
939,71100.0,Nova Detelinara,0.5,centralno grejanje,terasa,namešteno,"kablovska, klima, veš mašina, frižider, šporet, ležaj",25 ,3,Stan u zgradi
940,89600.0,Novo Naselje,2,centralno grejanje,terasa,polunamešteno,"klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet",47 ,2,Stan u zgradi
941,115500.0,Adice,4,centralno grejanje,terasa,prazno,klima,77 ,1,Stan u zgradi
942,309000.0,Centar,4,centralno grejanje,terasa,prazno,klima,108 ,3,Stan u zgradi
943,334750.0,Telep,5,centralno grejanje,terasa,prazno,klima,146 ,2,Stan u zgradi
944,185650.0,Spens,2,centralno grejanje,terasa,prazno,klima,45 ,5,Stan u zgradi
945,386250.0,Novo Naselje,5,centralno grejanje,terasa,prazno,klima,150 ,1,Stan u zgradi
946,365650.0,Novo Naselje,5,centralno grejanje,terasa,prazno,klima,142 ,2,Stan u zgradi
947,80000.0,Radnička,0.5,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",32 ,3,Stan u zgradi
948,51500.0,Bulevar Oslobođenja,0.5,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",30 ,suteren,Stan u zgradi
949,39140.0,Đorđa Joanovića,0.5,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",19 ,prizemlje,Stan u zgradi
950,94760.0,Nova Detelinara,2,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",46 ,4,Stan u zgradi
951,154500.0,Nova Detelinara,4.5,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",98 ,3,Stan u zgradi
952,102000.0,Grbavica,2,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",44 ,visoko,Stan u zgradi
953,1.0,Bulevar Evrope,0.5,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",27 ,3,Stan u zgradi
954,1.0,Bulevar Evrope,0.5,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",31 ,3,Stan u zgradi
955,165000.0,Stari Grad,2,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",56 ,3,Stan u zgradi
956,65500.0,Bulevar Evrope,2,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",55 ,suteren,Stan u zgradi
957,84460.0,Nova Detelinara,1.5,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",27 ,5,Stan u zgradi
958,86500.0,Bulevar Evrope,3,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",73 ,suteren,Stan u zgradi
959,203400.0,DANILA KISA,3,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",94 ,suteren,Stan u zgradi
960,66400.0,Adice,1.5,centralno grejanje,terasa,prazno,"TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar",42 ,2,Stan u zgradi
961,144720.0,Savina,3,centralno grejanje,terasa,prazno,kablovska,77 ,4,Stan u zgradi
962,74160.0,Nova Detelinara,0.5,centralno grejanje,terasa,prazno,kablovska,27 ,4,Stan u zgradi
963,83350.0,Telep,2,centralno grejanje,terasa,prazno,kablovska,36 ,visoko,Stan u zgradi
964,164800.0,Liman 4,3.5,centralno grejanje,terasa,prazno,kablovska,79 ,7,Stan u zgradi
965,113300.0,Podbara,2.5,centralno grejanje,terasa,prazno,kablovska,58 ,2,Stan u zgradi
966,87550.0,Adice,1.5,grejanje na gas,terasa,namešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",54 ,2,Stan u zgradi
967,159650.0,janka cmelika,3,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",62 ,2,Stan u zgradi
968,140390.0,Bulevar Oslobođenja,2,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",58 ,3,Stan u zgradi
969,91670.0,Bulevar Evrope,1.5,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",31 ,visoko,Stan u zgradi
970,56650.0,Satelit,1,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",33 ,2,Stan u zgradi
971,109000.0,Nova Detelinara,2,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",41 ,2,Stan u zgradi
972,144200.0,Centar,2,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",47 ,3,Stan u zgradi
973,174070.0,Železnička stanica,2.5,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",69 ,6,Stan u zgradi
974,133990.0,RUMENACKA,3,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",59 ,6,Stan u zgradi
975,154500.0,Bulevar Evrope,3,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",79 ,5,Stan u zgradi
976,128750.0,jovana ducica,2.5,centralno grejanje,terasa,polunamešteno,"kablovska, interfon, klima, kuhinjski elementi, plakar",54 ,3,Stan u zgradi
977,203530.0,Dušana Vasiljeva,3,centralno grejanje,"prilaz za invalide, terasa",namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",76 ,3,Stan u zgradi
978,120500.0,Železnička stanica,2,centralno grejanje,terasa,namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",51 ,3,Stan u zgradi
979,161700.0,Kej,3,centralno grejanje,terasa,namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",63 ,3,Stan u zgradi
980,77450.0,Centar,0.5,centralno grejanje,terasa,namešteno,"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",26 ,visoko,Stan u zgradi
981,89200.0,VOJVODE ŠUPLJIKCA,1.5,centralno grejanje,terasa,prazno,"TV, klima, plakar",36 ,2,Stan u zgradi
982,123600.0,presernova,2.5,centralno grejanje,terasa,prazno,"TV, klima, plakar",57 ,1,Stan u zgradi
983,83850.0,Adice,2,grejanje na gas,terasa,prazno,"telefon, kablovska",44 ,2,Stan u zgradi
984,92700.0,Bulevar Oslobođenja,1,grejanje na gas,terasa,namešteno,"telefon, kablovska",36 ,3,Stan u zgradi
985,99900.0,NOV STAN,2,centralno grejanje,"terasa, lođa",prazno,klima,49 ,5,Stan u zgradi
986,148400.0,lasla gala,2.5,centralno grejanje,"terasa, lođa",prazno,klima,50 ,visoko,Stan u zgradi
987,115520.0,Telep,1.5,grejanje na gas,"terasa, lođa",prazno,klima,47 ,2,Stan u zgradi
988,113300.0,Podbara,2.5,grejanje na gas,"terasa, lođa",prazno,klima,58 ,2,Stan u zgradi
989,108460.0,Adice,3.5,grejanje na gas,terase (2),prazno,"telefon, kablovska",78 ,1,Stan u zgradi
990,118450.0,Podbara,2,grejanje na gas,terasa,prazno,"telefon, kablovska",51 ,3,Stan u zgradi
991,160190.0,Telep,2.5,grejanje na gas,terasa,prazno,"telefon, kablovska",68 ,2,Stan u zgradi
992,144200.0,veselina maslese,2.5,centralno grejanje,terasa,prazno,"telefon, kablovska",54 ,4,Stan u zgradi
993,121130.0,Telep,2.5,grejanje na gas,terasa,prazno,"telefon, kablovska",49 ,2,Stan u zgradi
994,121130.0,Telep,2.5,grejanje na gas,terasa,prazno,"telefon, kablovska",49 ,2,Stan u zgradi
995,85490.0,Grbavica,1.5,centralno grejanje,terasa,prazno,"telefon, kablovska",36 ,5,Stan u zgradi
996,122830.0,Adice,3,grejanje na gas,terasa,prazno,"telefon, kablovska",72 ,2,Stan u zgradi
997,122830.0,Adice,3,grejanje na gas,terasa,prazno,"telefon, kablovska",72 ,2,Stan u zgradi
998,155000.0,Centar,3,centralno grejanje,terasa,prazno,"telefon, kablovska, internet",62 ,4,Stan u zgradi
999,190000.0,Bulevar Patrijarha Pavla (Somborski Bulevar),3.5,centralno grejanje,terasa,prazno,"telefon, kablovska, internet, klima",83 ,4,Stan u zgradi
1000,160000.0,Petrovaradin,4,grejanje na gas,"terasa, lođa",prazno,"telefon, kablovska, internet",80 ,4,Stan u zgradi
1001,135000.0,Bulevar Oslobođenja,3.5,centralno grejanje,terasa,prazno,"telefon, kablovska, internet",71 ,8,Stan u zgradi
1002,210000.0,Stari Grad,3,centralno grejanje,terasa,prazno,"telefon, kablovska, internet",107 ,1,Stan u zgradi
1003,76500.0,Bulevar Oslobođenja,0.5,centralno grejanje,terasa,namešteno,"telefon, kablovska, internet, klima",25 ,4,Stan u zgradi
1004,85490.0,Grbavica,1.5,centralno grejanje,terasa,namešteno,"telefon, kablovska",36 ,5,Stan u zgradi
1005,190000.0,Salajka,3,grejanje na gas,terasa,namešteno,"telefon, kablovska, internet, klima",71 ,2,Stan u zgradi
1006,83850.0,adice,2,grejanje na gas,terasa,prazno,"telefon, kablovska, internet, klima",42 ,2,Stan u zgradi
1007,122830.0,Adice,3,grejanje na gas,terasa,prazno,"telefon, kablovska, internet, klima",72 ,1,Stan u zgradi
1008,121130.0,Telep,2.5,grejanje na gas,terasa,prazno,"telefon, kablovska, internet, klima",49 ,2,Stan u zgradi
1009,174070.0,Železnička stanica,2.5,centralno grejanje,terasa,prazno,"telefon, kablovska, internet, klima",69 ,6,Stan u zgradi
1010,85490.0,Grbavica,1.5,centralno grejanje,terasa,prazno,"telefon, kablovska, internet, klima",36 ,5,Stan u zgradi
1011,250000.0,Centar,3,grejanje na struju,terasa,namešteno,klima,95 ,1,Stan u zgradi
1012,500000.0,Danila Kiša,4,grejanje na struju,"terasa, Bazen za plivanje",namešteno,klima,195 ,5,Stan u zgradi
1013,133900.0,Nova Detelinara,2,centralno grejanje,"terasa, Bazen za plivanje",namešteno,klima,45 ,visoko,Stan u zgradi
1014,47900.0,Gornja Klisa,1.5,centralno grejanje,"terasa, Bazen za plivanje",prazno,klima,30 ,3,Stan u zgradi
1015,118450.0,Bulevar Vojvode Stepe,2,centralno grejanje,terasa,prazno,klima,59 ,1,Stan u zgradi
1016,121400.0,Stari Majur,2.5,grejanje na gas,terasa,prazno,klima,55 ,1,Stan u zgradi
1017,45530.0,Klisa,0.5,grejanje na gas,terasa,prazno,klima,26 ,2,Stan u zgradi
1018,66400.0,Sadovi,1.5,podno grejanje,terasa,prazno,klima,36 ,1,Stan u zgradi
1019,92700.0,Tatarsko brdo - SAMO 1280 e/m2,3.5,grejanje na gas,"terasa, lođa",prazno,klima,72 ,prizemlje,Stan u zgradi
1020,65900.0,Adice,2.5,podno grejanje,terasa,prazno,"telefon, kablovska",40 ,2,Stan u zgradi
1021,55000.0,Futoški put,2,centralno grejanje,terasa,prazno,"telefon, kablovska",41 ,6,Stan u zgradi
1022,103000.0,Novosadski put,2.5,podno grejanje,terasa,prazno,"telefon, kablovska",58 ,2,Stan u zgradi
1023,125000.0,Jastrebačka 23,2.5,grejanje na gas,"dvorište, terasa",prazno,plakar,77 ,visoko,Stan u zgradi
1024,164800.0,Bulevar Evrope,3.5,grejanje na gas,terasa,prazno,plakar,75 ,3,Stan u zgradi
1025,144000.0,Centar,2.5,centralno grejanje,terasa,prazno,plakar,73 ,1,Stan u zgradi
1026,145230.0,Gundulićeva,2.5,centralno grejanje,lođa,namešteno,plakar,47 ,2,Stan u zgradi
1027,216300.0,Grbavica,3,centralno grejanje,terasa,namešteno,plakar,75 ,5,Stan u zgradi
1028,210120.0,Sajmište,3,grejanje na gas,terasa,prazno,klima,68 ,7,Stan u zgradi
1029,179900.0,Liman 1,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",81 ,1,Stan u zgradi
1030,30400.0,Adice,0.5,grejanje na gas,terasa,prazno,"kablovska, internet, interfon, klima",21 ,prizemlje,Stan u zgradi
1031,68000.0,Cara Dušana,1,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",26 ,2,Stan u zgradi
1032,77250.0,Telep,1.5,grejanje na gas,terasa,prazno,"kablovska, internet, interfon, klima",33 ,3,Stan u zgradi
1033,100000.0,Telep,1.5,grejanje na gas,terasa,prazno,"kablovska, internet, interfon, klima",41 ,1,Stan u zgradi
1034,160000.0,Novo Naselje,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",71 ,2,Stan u zgradi
1035,75000.0,Telep,1.5,grejanje na gas,terasa,prazno,"kablovska, internet, interfon, klima",36 ,3,Stan u zgradi
1036,185400.0,Centar,2.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",63 ,3,Stan u zgradi
1037,77000.0,Bulevar Patrijarha Pavla (Somborski Bulevar),1,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",30 ,3,Stan u zgradi
1038,75000.0,Grbavica,1,centralno grejanje,terasa,prazno,"kablovska, internet, interfon, klima",31 ,3,Stan u zgradi
1039,159500.0,Grbavica,3.5,centralno grejanje,"podrum, terasa",namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",86 ,3,Stan u zgradi
1040,111350.0,Podbara,2,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",47 ,4,Stan u zgradi
1041,133500.0,Podbara,2.5,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",54 ,1,Stan u zgradi
1042,35000.0,Adice,0.5,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",21 ,prizemlje,Stan u zgradi
1043,116130.0,Bulevar Oslobođenja,2,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",41 ,1,Stan u zgradi
1044,51500.0,Telep,1.5,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",25 ,2,Stan u zgradi
1045,97850.0,Sajmište,2,grejanje na gas,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",39 ,visoko,Stan u zgradi
1046,80350.0,Bulevar Evrope,0.5,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",27 ,10,Stan u zgradi
1047,164800.0,Novo Naselje,2.5,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",56 ,5,Stan u zgradi
1048,101750.0,Adice,4,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",74 ,2,Stan u zgradi
1049,161700.0,Sajmište,3,grejanje na gas,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",58 ,2,Stan u zgradi
1050,115000.0,Bulevar Oslobođenja,2,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",42 ,1,Stan u zgradi
1051,188500.0,Liman 3,4,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",87 ,2,Stan u zgradi
1052,164800.0,Adice,3,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",76 ,2,Stan u zgradi
1053,309000.0,Bulevar Oslobođenja,4,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",113 ,visoko,Stan u zgradi
1054,70040.0,Nova Detelinara,0.5,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",25 ,3,Stan u zgradi
1055,116400.0,Nova Detelinara,2,centralno grejanje,terasa,namešteno,"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",54 ,4,Stan u zgradi
1056,63800.0,Adice,0.5,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon",35 ,2,Stan u zgradi
1057,153700.0,Veternik,3.5,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon",92 ,1,Stan u zgradi
1058,88680.0,Telep,1.5,grejanje na gas,terasa,prazno,"kablovska, klima",41 ,prizemlje,Stan u zgradi
1059,128750.0,Tatarsko Brdo,2,grejanje na gas,terasa,prazno,"kablovska, klima",50 ,1,Stan u zgradi
1060,185400.0,Put Doktora Goldmana,3,grejanje na gas,terasa,namešteno,"telefon, kablovska, internet, interfon, klima",74 ,2,Stan u zgradi
1061,559000.0,Sajmište,4,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",132 ,4,Stan u zgradi
1062,81600.0,Adice,2,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",44 ,2,Stan u zgradi
1063,72100.0,Nova Detelinara,0.5,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",26 ,3,Stan u zgradi
1064,128750.0,Nova Detelinara,2,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",44 ,2,Stan u zgradi
1065,421500.0,Bulevar Oslobođenja,4,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",124 ,5,Stan u zgradi
1066,144280.0,Nova Detelinara,3.5,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",85 ,5,Stan u zgradi
1067,149350.0,Železnička stanica,2,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",57 ,4,Stan u zgradi
1068,149870.0,Grbavica,3,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",78 ,visoko,Stan u zgradi
1069,115260.0,Nova Detelinara,2,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",43 ,5,Stan u zgradi
1070,107630.0,Nova Detelinara,2,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",40 ,5,Stan u zgradi
1071,211000.0,Nova Detelinara,4,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",88 ,3,Stan u zgradi
1072,107600.0,Nova Detelinara,2,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",40 ,1,Stan u zgradi
1073,106180.0,Nova Detelinara,2,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",40 ,1,Stan u zgradi
1074,134890.0,Telep,3,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",57 ,4,Stan u zgradi
1075,164330.0,Telep,4,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",73 ,3,Stan u zgradi
1076,142600.0,Telep,3,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",62 ,4,Stan u zgradi
1077,174620.0,Telep,4,centralno grejanje,terasa,namešteno,"kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",77 ,4,Stan u zgradi
1078,82400.0,Novi Majur,2,grejanje na gas,terasa,prazno,telefon,40 ,2,Stan u zgradi
1079,103830.0,Grbavica,1.5,grejanje na gas,terasa,prazno,telefon,36 ,5,Stan u zgradi
1080,123600.0,Liman 1,1.5,grejanje na gas,terasa,prazno,telefon,43 ,10,Stan u zgradi
1081,122780.0,Adice,3,grejanje na gas,terasa,prazno,telefon,68 ,2,Stan u zgradi
1082,122710.0,Adice,4,centralno grejanje,terasa,prazno,telefon,77 ,1,Stan u zgradi
1083,160000.0,Grbavica,2.5,grejanje na gas,terasa,prazno,"kablovska, interfon, klima",64 ,2,Stan u zgradi
1084,252350.0,Centar,3.5,grejanje na gas,terasa,prazno,"kablovska, interfon, klima",85 ,2,Stan u zgradi
1085,280000.0,Salajka,4.5,grejanje na gas,terasa,prazno,"kablovska, interfon, klima",101 ,2,Stan u zgradi
1086,223000.0,Nova Detelinara,4.5,centralno grejanje,terasa,prazno,"kablovska, interfon, klima",117 ,4,Stan u zgradi
1087,116500.0,Stara Detelinara,2.5,centralno grejanje,terasa,prazno,"kablovska, interfon, klima",58 ,3,Stan u zgradi
1088,196000.0,Socijalno,3.5,centralno grejanje,terasa,prazno,"kablovska, interfon, klima",89 ,3,Stan u zgradi
1089,139000.0,Bulevar Oslobođenja,2.5,centralno grejanje,terasa,prazno,"kablovska, interfon, klima",67 ,1,Stan u zgradi
1090,145000.0,Nova Detelinara,4,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",94 ,5,Stan u zgradi
1091,89500.0,Novo Naselje,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",47 ,2,Stan u zgradi
1092,185000.0,Centar,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",71 ,visoko,Stan u zgradi
1093,69000.0,Bulevar Evrope,1.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",37 ,suteren,Stan u zgradi
1094,93700.0,Stara Detelinara,1.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",37 ,1,Stan u zgradi
1095,94600.0,Avijatičarsko Naselje,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",51 ,4,Stan u zgradi
1096,99910.0,Železnička stanica,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",56 ,6,Stan u zgradi
1097,236900.0,Centar,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",67 ,5,Stan u zgradi
1098,108930.0,Telep,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",46 ,1,Stan u zgradi
1099,108930.0,Telep,2,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",46 ,2,Stan u zgradi
1100,142600.0,Telep,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",62 ,1,Stan u zgradi
1101,136260.0,Telep,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",62 ,2,Stan u zgradi
1102,164330.0,Telep,4,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",73 ,2,Stan u zgradi
1103,164330.0,Telep,4,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",73 ,1,Stan u zgradi
1104,134890.0,Telep,3,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",57 ,1,Stan u zgradi
1105,157500.0,Petrovaradin,3.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",93 ,4,Stan u zgradi
1106,109200.0,Bulevar Oslobođenja,2.5,centralno grejanje,terasa,prazno,"kablovska, internet, interfon",68 ,7,Stan u zgradi
1107,85400.0,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,grejanje na gas,terasa,prazno,"kablovska, internet, interfon",35 ,1,Stan u zgradi
1108,74000.0,Petrovaradin,1.5,grejanje na gas,terasa,prazno,"kablovska, internet, interfon",36 ,visoko,Stan u zgradi
