,cene,adrese,sobe,grejanje,infrastructure,namestenost,opremljenost,povrsina,spratnost,tip
56,220500.0,Telep,4,grejanje na gas,terasa,3,14,105 ,1,Stan u zgradi
57,114990.0,Ilirska,2.5,grejanje na gas,"dvorište, terasa",1,17,60 ,4,Stan u zgradi
58,103000.0,Ilariona Ruvarca 34,2,centralno grejanje,"prilaz za invalide, dvorište, terasa",2,2,44 ,3,Stan u zgradi
59,126000.0,Nova Detelinara,2.5,centralno grejanje,terasa,2,9,56 ,1,Stan u zgradi
60,182500.0,Kosovska 24,3,centralno grejanje,terasa,2,6,70 ,5,Stan u zgradi
61,60000.0,Šarengrad,1.5,grejanje na gas,"dvorište, terasa",1,6,27 ,prizemlje,Stan u zgradi
62,93730.0,Detelinara,1.5,grejanje na gas,terasa,3,6,38 ,1,Stan u zgradi
63,85490.0,Bulevar Patrijarha Pavla,1.5,grejanje na gas,terasa,3,6,35 ,1,Stan u zgradi
64,113300.0,Adamovićevo Naselje,2,grejanje na gas,terasa,1,9,47 ,1,Stan u zgradi
65,123600.0,Telep,2.5,grejanje na gas,terasa,2,5,57 ,1,Stan u zgradi
66,66950.0,Petrovaradin,3,centralno grejanje,terasa,1,9,53 ,5,Stan u zgradi
67,77250.0,Telep,1.5,centralno grejanje,terasa,1,9,33 ,3,Stan u zgradi
68,136680.0,Novo Naselje,3.5,grejanje na gas,terasa,1,9,81 ,1,Stan u zgradi
69,133900.0,Adamovićevo Naselje,2.5,grejanje na gas,terasa,1,3,63 ,1,Stan u zgradi
70,128750.0,Telep,3,grejanje na gas,terasa,3,1,77 ,visoko,Stan u zgradi
71,84460.0,Novo Naselje,1.5,grejanje na gas,terasa,3,1,46 ,3,Stan u zgradi
72,131800.0,Novo Naselje,3,centralno grejanje,terasa,1,8,65 ,4,Stan u zgradi
73,190550.0,Veternička Rampa,4.5,centralno grejanje,terasa,3,4,106 ,2,Stan u zgradi
74,164800.0,Grbavica,1.5,centralno grejanje,terasa,1,12,52 ,1,Stan u zgradi
75,69300.0,Adice,1.5,centralno grejanje,terasa,3,1,42 ,prizemlje,Stan u zgradi
76,74160.0,Novo Naselje,1.5,centralno grejanje,podrum,1,11,32 ,5,Stan u zgradi
77,174500.0,Telep,4,grejanje na gas,terasa,3,4,113 ,4,Stan u zgradi
78,92700.0,Bulevar Evrope,2.5,grejanje na gas,terasa,1,10,51 ,4,Stan u zgradi
79,140390.0,Novo Naselje,4,centralno grejanje,terasa,3,3,94 ,5,Dupleks
80,126855.0,Adice,3.5,podno grejanje,terasa,3,4,91 ,prizemlje,Stan u zgradi
81,141050.0,Patrijarha Carnojevica,2.5,centralno grejanje,terasa,3,1,91 ,potkrovlje,Stan u zgradi
82,77250.0,Železnička stanica,1,centralno grejanje,terasa,3,1,30 ,3,Stan u zgradi
83,260000.0,Liman 4,4,centralno grejanje,terasa,3,1,97 ,6,Stan u zgradi
84,211000.0,Riblja Pijaca,3,centralno grejanje,terasa,3,1,90 ,visoko,Stan u zgradi
85,87500.0,Liman 3,1,centralno grejanje,terasa,3,1,36 ,7,Stan u zgradi
86,165000.0,Novo Naselje,3,centralno grejanje,terasa,3,1,87 ,2,Stan u zgradi
87,515000.0,Nova Detelinara,4,grejanje na gas,terasa,3,1,132 ,4,Stan u zgradi
88,174070.0,Bulevar Evrope,3,grejanje na gas,terasa,3,1,65 ,4,Stan u zgradi
89,172500.0,Grbavica,3,centralno grejanje,terasa,3,1,91 ,1,Stan u zgradi
90,71000.0,Nova Detelinara,0.5,centralno grejanje,terasa,3,1,26 ,3,Stan u zgradi
91,97850.0,Centar,0.5,centralno grejanje,terasa,3,1,31 ,3,Stan u zgradi
92,99000.0,Patrijarha Čarnojevića,1.5,centralno grejanje,terasa,3,1,42 ,1,Stan u zgradi
93,168700.0,Nova Detelinara,2.5,centralno grejanje,terasa,3,1,63 ,visoko,Stan u zgradi
94,1.0,Spens,4,centralno grejanje,terasa,3,1,94 ,2,Stan u zgradi
95,99910.0,Južni Telep,1.5,grejanje na gas,terasa,3,1,41 ,1,Stan u zgradi
96,81300.0,Petrovaradin,3,grejanje na gas,terasa,3,1,51 ,visoko,Stan u zgradi
97,190500.0,Liman 3,3,centralno grejanje,terasa,3,1,74 ,5,Stan u zgradi
98,103000.0,Detelinara,3,centralno grejanje,terasa,3,1,62 ,1,Stan u zgradi
99,1.0,Centar,3.5,centralno grejanje,terasa,3,1,92 ,2,Stan u zgradi
100,127720.0,Šarengrad,2.5,centralno grejanje,terasa,3,1,65 ,4,Stan u zgradi
101,132000.0,Vladike Ćirića,3,centralno grejanje,terasa,3,3,101 ,4,Stan u zgradi
102,233600.0,Socijalno,4,centralno grejanje,terasa,3,3,108 ,4,Stan u zgradi
103,69000.0,Centar,1.5,centralno grejanje,terasa,3,3,30 ,2,Stan u zgradi
104,98500.0,Nova Detelinara,2,centralno grejanje,terasa,3,3,49 ,2,Stan u zgradi
105,113710.0,Somborska,2.5,grejanje na gas,terasa,1,3,48 ,2,Stan u zgradi
106,133900.0,Bulevar Evrope,3,grejanje na gas,terasa,1,3,63 ,1,Stan u zgradi
107,148000.0,Dr Svetislava Kasapinovica 12,2,centralno grejanje,"prilaz za invalide, terasa",1,12,66 ,1,Stan u zgradi
108,170000.0,Miše Dimitrijevića,3,centralno grejanje,terasa,3,4,86 ,3,Stan u zgradi
109,288500.0,Petra Drapšina,5,centralno grejanje,terasa,3,2,154 ,5,Stan u zgradi
110,122570.0,Augusta Cesarca,2,centralno grejanje,terasa,1,3,41 ,4,Stan u zgradi
111,213000.0,Bulevar Kralja Petra I,4,centralno grejanje,terasa,3,4,81 ,3,Stan u zgradi
112,110500.0,Bulevar Kralja Petra I,2,centralno grejanje,terasa,3,4,38 ,1,Stan u zgradi
113,139050.0,Bulevar Evrope,2,centralno grejanje,terasa,3,4,56 ,1,Stan u zgradi
114,135000.0,Sajmište,2.5,centralno grejanje,terasa,3,4,67 ,1,Stan u zgradi
115,135000.0,Adamovićevo Naselje,3,grejanje na gas,terasa,3,1,60 ,1,Stan u zgradi
116,113000.0,Nova Detelinara,2,centralno grejanje,terasa,2,1,50 ,visoko,Stan u zgradi
117,104000.0,Centar,2,centralno grejanje,terasa,3,2,52 ,prizemlje,Stan u zgradi
118,711000.0,Bulevar Evrope,3,centralno grejanje,terasa,3,3,230 ,11,Stan u zgradi
119,192500.0,Petrovaradin,4,centralno grejanje,terasa,3,3,86 ,2,Stan u zgradi
120,130000.0,Nova Detelinara,2.5,centralno grejanje,terasa,1,4,50 ,1,Stan u zgradi
121,498000.0,Bulevar Patrijarha Pavla (Somborski Bulevar),4,grejanje na gas,"terasa, lođa",1,4,113 ,4,Stan u zgradi
122,56650.0,Filipa Višnjića,2,centralno grejanje,"terasa, lođa",3,4,39 ,prizemlje,Stan u zgradi
123,66000.0,Sajmište,0.5,centralno grejanje,"terasa, lođa",3,5,24 ,3,Stan u zgradi
124,144200.0,Hadži Ruvimova,4,centralno grejanje,"tavan, terasa",3,5,96 ,5,Stan u zgradi
125,167890.0,Hadži Ruvimova,3,centralno grejanje,terasa,1,5,93 ,5,Stan u zgradi
126,131600.0,Patrijarha Čarnojevića,2.5,centralno grejanje,terasa,1,4,71 ,3,Stan u zgradi
127,180250.0,Čajkovskog,4,centralno grejanje,terasa,3,3,93 ,1,Stan u zgradi
128,219000.0,Bulevar Oslobođenja,4,centralno grejanje,"dvorište, alarm, podrum",1,3,110 ,5,Stan u zgradi
129,175000.0,Cajkovskog 10 A,4,centralno grejanje,"prilaz za invalide, dvorište, terasa, lođa",3,1,93 ,1,Stan u zgradi
130,65000.0,Vršačka,0.5,grejanje na gas,prilaz za invalide,3,2,26 ,1,Stan u zgradi
131,185000.0,Profesora Grčića,4,podno grejanje,dvorište,1,2,84 ,prizemlje,Dupleks
132,133500.0,Kornelija Stankovića,2.5,centralno grejanje,podrum,3,2,58 ,visoko,Stan u zgradi
133,206000.0,Bulevar Oslobođenja,5,centralno grejanje,terasa,3,2,90 ,1,Stan u zgradi
134,90080.0,Veselina Masleše,2,centralno grejanje,terasa,3,1,53 ,8,Stan u zgradi
135,55000.0,Ilije Ognjanovića,0.5,centralno grejanje,terasa,3,3,19 ,1,Stan u zgradi
136,383700.0,Trg mladenaca,5,centralno grejanje,"terasa, lođa",3,5,149 ,2,Stan u zgradi
137,135960.0,Episkopa Visariona,2,centralno grejanje,terasa,3,5,44 ,2,Stan u zgradi
138,72100.0,Boška Buhe,0.5,centralno grejanje,terasa,3,1,25 ,2,Stan u zgradi
139,151410.0,Đorđa Nikšića Johana,3,centralno grejanje,"tavan, podrum, terasa",3,2,80 ,1,Stan u zgradi
140,113300.0,Stevana Momčilovića,2,centralno grejanje,terasa,1,4,50 ,3,Stan u zgradi
141,95000.0,Imrea Borija,1.5,centralno grejanje,terasa,2,4,35 ,2,Stan u zgradi
142,56650.0,Antuna Urbana,1,centralno grejanje,terasa,3,1,30 ,visoko,Stan u zgradi
143,89610.0,Veternik,2,grejanje na gas,terasa,3,2,52 ,2,Stan u zgradi
144,222750.0,Petefi Šandora 97,4,grejanje na gas,"dvorište, podrum, terasa",3,4,99 ,visoko,Stan u zgradi
145,77250.0,Franje Štefanovića,2,centralno grejanje,"dvorište, podrum, terasa",3,4,62 ,potkrovlje,Stan u zgradi
146,159900.0,Cara Dušana,3,centralno grejanje,"dvorište, podrum, terasa",3,4,69 ,1,Stan u zgradi
147,226600.0,Futoška,4,centralno grejanje,"terasa, lođa",1,4,99 ,3,Stan u zgradi
148,109000.0,Narodnog fronta,1.5,centralno grejanje,"terasa, lođa",1,4,46 ,1,Stan u zgradi
149,63000.0,Podbara,0.5,grejanje na struju,terasa,3,4,27 ,1,Stan u zgradi
150,135033.0,Nova Detelinara,2.5,grejanje na struju,terasa,3,4,57 ,2,Stan u zgradi
151,185000.0,Fruškogorska ulica,3,centralno grejanje,terase (2),3,4,77 ,12,Stan u zgradi
152,240000.0,Veselina Masleše,3,centralno grejanje,terase (2),1,14,94 ,5,Stan u zgradi
153,96000.0,Telep,2,centralno grejanje,terasa,1,14,42 ,2,Stan u zgradi
154,92000.0,Kornelija Stankovica 29,1.5,centralno grejanje,"dvorište, terasa",1,3,37 ,1,Stan u zgradi
155,207600.0,NOV MODERAN STAN sa garažom,3,centralno grejanje,terasa,3,3,72 ,1,Stan u zgradi
156,61800.0,Novosadski put,1.5,podno grejanje,terasa,3,3,29 ,2,Stan u zgradi
157,92700.0,Rumenački put,2,centralno grejanje,terasa,3,1,48 ,4,Stan u zgradi
158,123600.0,Telep,3,centralno grejanje,terasa,3,1,66 ,2,Stan u zgradi
159,339900.0,Petrovaradin,4,centralno grejanje,terasa,3,1,180 ,4,Stan u zgradi
160,135000.0,Adamovićevo Naselje,3,grejanje na gas,terasa,3,1,60 ,1,Stan u zgradi
161,310000.0,Liman 4,3,grejanje na gas,terasa,1,1,108 ,7,Penthaus
162,117500.0,Podbara,2.5,centralno grejanje,terasa,2,1,48 ,3,Stan u zgradi
163,62830.0,LASLA GALA,1,centralno grejanje,terasa,2,1,28 ,3,Stan u zgradi
164,162250.0,DUSANA VASILJEVA,3,centralno grejanje,terasa,2,1,63 ,3,Stan u zgradi
165,155000.0,Novi Majur,3,grejanje na gas,"dvorište, alarm, terasa",3,3,69 ,1,Stan u zgradi
166,147000.0,Djordja Niksica Johana 15 (Vlasnik),3,centralno grejanje,"prilaz za invalide, dvorište, tavan, terase (2), lođe (2)",3,3,80 ,1,Stan u zgradi
167,252000.0,Jozefa Marcoka,4,centralno grejanje,"tavan, terase (2)",3,2,97 ,6,Stan u zgradi
168,81000.0,Dusana Danilovica,1.5,centralno grejanje,"prilaz za invalide, tavan, terasa",3,2,39 ,prizemlje,Stan u zgradi
169,299500.0,Centar,4.5,centralno grejanje,"prilaz za invalide, tavan, terasa",3,2,137 ,4,Stan u zgradi
170,55600.0,Avijatičarsko Naselje,0.5,centralno grejanje,terasa,3,2,27 ,visoko,Stan u zgradi
171,135300.0,Bulevar Evrope,3,podno grejanje,terasa,3,2,71 ,4,Stan u zgradi
172,126690.0,Nova Detelinara,3,centralno grejanje,terasa,1,2,68 ,5,Stan u zgradi
173,123600.0,Socijalno,2,centralno grejanje,"podrum, terasa",3,6,48 ,3,Stan u zgradi
174,114600.0,Petrovaradin,2,centralno grejanje,terasa,3,6,48 ,1,Stan u zgradi
175,92700.0,Kraljevića Marka,0.5,centralno grejanje,terasa,3,4,28 ,7,Stan u zgradi
176,113300.0,Bulevar Kneza Milosa,2,centralno grejanje,terasa,1,3,63 ,1,Stan u zgradi
177,147100.0,Subotička,3,grejanje na gas,terasa,3,3,59 ,2,Stan u zgradi
178,160700.0,Bate Brkića,3,centralno grejanje,"podrum, terasa",3,3,71 ,2,Stan u zgradi
179,71000.0,Detelinara,2,centralno grejanje,"podrum, terasa",3,3,47 ,visoko,Stan u zgradi
180,128000.0,Cara Dušana,0.5,grejanje na struju,lođa,3,3,34 ,2,Stan u zgradi
181,80340.0,Rumenački put,1.5,centralno grejanje,terasa,3,4,39 ,5,Stan u zgradi
182,133190.0,Klisa,4,podno grejanje,terasa,3,4,91 ,prizemlje,Stan u zgradi
183,55500.0,Stojana Novakovića,1,centralno grejanje,prilaz za invalide,3,1,27 ,prizemlje,Stan u zgradi
184,135300.0,Bulevar Evrope,3,podno grejanje,terasa,3,1,71 ,4,Stan u zgradi
185,149350.0,Socijalno,3,centralno grejanje,terasa,3,1,63 ,4,Stan u zgradi
186,180000.0,Bulevar Oslobođenja,3.5,centralno grejanje,terasa,3,1,86 ,4,Stan u zgradi
187,85700.0,Novo Naselje,2,centralno grejanje,terasa,3,1,64 ,14,Stan u zgradi
188,252300.0,Centar,3.5,grejanje na gas,terasa,3,1,85 ,2,Stan u zgradi
189,181700.0,Nova Detelinara,3,centralno grejanje,terasa,3,1,63 ,1,Stan u zgradi
190,107530.0,Rotkvarija,1.5,centralno grejanje,terasa,1,9,36 ,5,Stan u zgradi
191,155720.0,Liman 1,3,centralno grejanje,terasa,1,9,67 ,8,Stan u zgradi
192,60500.0,Bistrica,0.5,centralno grejanje,terasa,1,2,24 ,1,Stan u zgradi
193,59140.0,Bistrica,0.5,grejanje na gas,terasa,3,2,22 ,3,Stan u zgradi
194,94610.0,Stara Detelinara,3,centralno grejanje,terasa,3,2,54 ,5,Stan u zgradi
195,253930.0,petefi šandora,4,grejanje na gas,terasa,3,3,100 ,visoko,Stan u zgradi
196,91100.0,Banatić,2.5,centralno grejanje,terasa,3,3,52 ,6,Stan u zgradi
197,105060.0,Podbara,1.5,grejanje na gas,terasa,3,3,34 ,3,Stan u zgradi
198,63000.0,Braće Dronjak,1.5,centralno grejanje,"prilaz za invalide, tavan, podrum",3,3,33 ,6,Stan u zgradi
199,193640.0,Kornelija Stankovića,4,centralno grejanje,terasa,3,3,92 ,1,Stan u zgradi
200,128750.0,Veternička Rampa,4,centralno grejanje,terasa,3,2,85 ,1,Stan u zgradi
201,118450.0,cankareva,2,centralno grejanje,terasa,2,4,45 ,4,Stan u zgradi
202,37500.0,Adice,0.5,centralno grejanje,terasa,3,2,27 ,visoko,Stan u zgradi
203,132900.0,Nova Detelinara,4,centralno grejanje,terasa,1,2,73 ,4,Stan u zgradi
204,145860.0,Dušana Danilovića,4,centralno grejanje,terase (2),1,2,86 ,3,Stan u zgradi
205,77900.0,Satelitska Pijaca,2,centralno grejanje,terase (2),3,2,48 ,prizemlje,Stan u zgradi
206,149350.0,Bistrica,3,centralno grejanje,terasa,3,2,64 ,prizemlje,Stan u zgradi
207,116600.0,Socijalno,2,centralno grejanje,terasa,1,2,45 ,prizemlje,Stan u zgradi
208,59740.0,Detelinarska Pijaca,0.5,centralno grejanje,terasa,1,2,24 ,6,Stan u zgradi
209,103000.0,Tatarsko Brdo,2,grejanje na gas,terasa,3,2,46 ,2,Stan u zgradi
210,51500.0,Bistrica,1,centralno grejanje,terasa,1,2,23 ,5,Stan u zgradi
211,86990.0,Mičurinova,1,centralno grejanje,terasa,1,2,37 ,2,Stan u zgradi
212,63650.0,Trg Majke Jevrosime,0.5,centralno grejanje,terasa,1,3,26 ,3,Stan u zgradi
213,79310.0,Radnička,0.5,centralno grejanje,terasa,1,3,32 ,3,Stan u zgradi
214,75000.0,Grbavica,1,centralno grejanje,terasa,3,3,31 ,3,Stan u zgradi
215,139050.0,Telep,2.5,grejanje na gas,terasa,3,3,57 ,1,Stan u zgradi
216,386250.0,Nova Detelinara,4,centralno grejanje,terasa,1,15,99 ,5,Stan u zgradi
217,98420.0,Stara Detelinara,2,centralno grejanje,"podrum, terasa",1,12,49 ,2,Stan u zgradi
218,124630.0,Bistrica,2.5,centralno grejanje,terasa,3,5,55 ,1,Stan u zgradi
219,80240.0,Stari Majur,1.5,grejanje na gas,terasa,3,5,35 ,3,Stan u zgradi
220,98660.0,Veselina Masleše,2,centralno grejanje,terase (2),3,5,53 ,3,Stan u zgradi
221,202700.0,Valentina Vodnika 21,3,centralno grejanje,terasa,3,5,82 ,2,Stan u zgradi
222,190000.0,Tatarsko Brdo,4,grejanje na gas,"prilaz za invalide, dvorište, alarm, terasa, fitnes",3,2,75 ,1,Stan u zgradi
223,144200.0,Nova Detelinara,4.5,centralno grejanje,terasa,1,2,96 ,4,Stan u zgradi
224,133900.0,Bulevar Evrope,3,grejanje na gas,terase (2),1,2,63 ,1,Stan u zgradi
225,89610.0,Socijalno,1.5,centralno grejanje,terasa,1,2,36 ,2,Stan u zgradi
226,164800.0,Grbavica,3,centralno grejanje,terasa,1,2,60 ,2,Stan u zgradi
227,103000.0,Narodnog fronta,2,centralno grejanje,"dvorište, terasa",3,2,47 ,4,Stan u zgradi
228,83500.0,Veljka Petrovića,1,centralno grejanje,terasa,3,2,36 ,5,Stan u zgradi
229,116400.0,Novo Naselje,2,centralno grejanje,terasa,1,9,65 ,7,Stan u zgradi
230,113300.0,Novo Naselje,2,centralno grejanje,terasa,1,9,40 ,6,Stan u zgradi
231,97850.0,Nova Detelinara,2,centralno grejanje,terasa,1,9,50 ,6,Stan u zgradi
232,106500.0,Grbavica,2,centralno grejanje,terasa,3,9,47 ,2,Stan u zgradi
233,164800.0,Grbavica,3.5,centralno grejanje,terasa,3,9,67 ,1,Stan u zgradi
234,87550.0,Salajka,0.5,grejanje na gas,terasa,1,9,27 ,3,Stan u zgradi
235,130810.0,Šonsi,2.5,centralno grejanje,terasa,1,13,59 ,4,Stan u zgradi
236,135000.0,Nova Detelinara,3,etažno grejanje,terasa,3,3,65 ,3,Stan u zgradi
237,152490.0,LUKSUZAN STAN - ALEKSANDAR ZGRADA,2,centralno grejanje,"prilaz za invalide, terasa, recepcija",1,14,47 ,1,Stan u zgradi
238,113300.0,Bulevar Evrope,2.5,centralno grejanje,"prilaz za invalide, terasa, recepcija",1,14,57 ,4,Stan u zgradi
239,71070.0,Nova Detelinara,0.5,centralno grejanje,terasa,1,14,28 ,3,Stan u zgradi
240,306940.0,Centar,3,centralno grejanje,terasa,1,14,89 ,3,Stan u zgradi
241,93940.0,Bulevar oslobodjenja,2,grejanje na struju,terasa,3,14,48 ,1,Stan u zgradi
242,58710.0,Satelitska Pijaca,1,centralno grejanje,terasa,3,3,33 ,1,Stan u zgradi
243,135960.0,Telep,3,grejanje na gas,terase (2),3,2,135960 ,1,Stan u zgradi
244,146000.0,Nova Detelinara,3,centralno grejanje,terasa,3,2,80 ,7,Stan u zgradi
245,145000.0,Žitni Trg,3,centralno grejanje,terasa,3,5,63 ,4,Stan u zgradi
246,196370.0,Branimira Ćosića,4,grejanje na gas,terasa,3,2,93 ,2,Stan u zgradi
247,87550.0,Liman 1,1,centralno grejanje,terasa,3,2,39 ,visoko,Stan u zgradi
248,58710.0,Grbavica,0.5,centralno grejanje,terasa,1,2,25 ,4,Stan u zgradi
249,181300.0,Salajka,4,grejanje na gas,terasa,1,2,89 ,4,Stan u zgradi
250,289230.0,Spens,3,centralno grejanje,terase (3+),1,2,104 ,6,Stan u zgradi
251,65920.0,Bulevar Oslobođenja,0.5,centralno grejanje,terase (3+),1,2,23 ,visoko,Stan u zgradi
252,195700.0,M***,3,centralno grejanje,terase (3+),1,2,72 ,1,Stan u zgradi
253,92600.0,613,3,etažno grejanje,terase (3+),1,2,58 ,1,Stan u zgradi
254,306940.0,Centar,3,etažno grejanje,terasa,1,2,88 ,3,Stan u zgradi
255,181280.0,Salajka,4,grejanje na gas,terasa,1,2,80 ,3,Stan u zgradi
256,90000.0,Podbara,2,centralno grejanje,terasa,1,2,42 ,visoko,Stan u zgradi
257,139260.0,Bulevar Patrijarha Pavla,2.5,grejanje na gas,terasa,1,2,52 ,3,Stan u zgradi
258,71100.0,Stara Detelinara,1.5,centralno grejanje,terasa,1,2,31 ,4,Stan u zgradi
259,180000.0,Hilandarska,3,grejanje na gas,terasa,1,1,114 ,4,Stan u zgradi
260,175000.0,Branislava Bukurova,4,grejanje na gas,terasa,1,1,130 ,prizemlje,Stan u zgradi
261,157500.0,Bulevar oslobođenja,3.5,centralno grejanje,"terasa, lođa",1,1,75 ,7,Stan u zgradi
262,110000.0,Pariske komune,2.5,centralno grejanje,"podrum, terasa",1,1,56 ,1,Stan u zgradi
263,181000.0,Gogoljeva,3,centralno grejanje,"terasa, lođa",1,1,74 ,1,Stan u zgradi
264,194700.0,Sremska Kamenica,3,centralno grejanje,"terasa, lođa",1,1,73 ,prizemlje,Stan u zgradi
265,245430.0,Sremska Kamenica,3,centralno grejanje,terasa,1,1,93 ,1,Stan u zgradi
266,245430.0,Sremska Kamenica,3,centralno grejanje,terasa,1,1,93 ,2,Stan u zgradi
267,194700.0,Sremska Kamenica,3,centralno grejanje,terasa,1,1,73 ,prizemlje,Stan u zgradi
268,245430.0,Sremska Kamenica,3,centralno grejanje,terasa,1,1,93 ,1,Stan u zgradi
269,245430.0,Sremska Kamenica,3,centralno grejanje,terasa,1,1,93 ,2,Stan u zgradi
270,118150.0,SARPLANINSKA,4,etažno grejanje,terasa,1,1,70 ,2,Stan u zgradi
271,176150.0,VLADIMIRA NIKOLICA,3,centralno grejanje,terasa,1,1,71 ,2,Stan u zgradi
272,146260.0,Centar,1,centralno grejanje,terasa,1,1,37 ,2,Stan u zgradi
273,121548.0,Podbara,2.5,centralno grejanje,terasa,3,2,46 ,3,Stan u zgradi
274,260000.0,Alekse šantića 74,5,centralno grejanje,"prilaz za invalide, dvorište, tavan, podrum, terase (3+), lođe (3+)",2,2,208 ,7,Stan u zgradi
275,44805.0,Put Doktora Goldmana,1,centralno grejanje,"prilaz za invalide, dvorište, tavan, podrum, terase (3+), lođe (3+)",3,5,26 ,7,Stan u zgradi
276,56650.0,Kej,0.5,centralno grejanje,"prilaz za invalide, dvorište, tavan, podrum, terase (3+), lođe (3+)",1,8,21 ,3,Stan u zgradi
277,181280.0,Salajka,4,grejanje na gas,"prilaz za invalide, dvorište, tavan, podrum, terase (3+), lođe (3+)",3,8,80 ,4,Stan u zgradi
278,75640.0,Petrovaradin,2,grejanje na gas,"prilaz za invalide, dvorište, tavan, podrum, terase (3+), lođe (3+)",3,8,39 ,2,Stan u zgradi
279,51500.0,Adice,1.5,grejanje na gas,"prilaz za invalide, dvorište, tavan, podrum, terase (3+), lođe (3+)",3,8,32 ,prizemlje,Stan u zgradi
280,75190.0,Nova Detelinara,1,centralno grejanje,terasa,2,3,30 ,1,Stan u zgradi
281,87550.0,Novo Naselje,1.5,centralno grejanje,terasa,3,9,38 ,4,Stan u zgradi
282,118450.0,Šarengrad,4,etažno grejanje,terasa,3,3,67 ,1,Stan u zgradi
283,181280.0,Bulevar Oslobođenja,3,centralno grejanje,"terasa, lođa",3,2,88 ,6,Stan u zgradi
284,76220.0,Bulevar Oslobođenja,1.5,centralno grejanje,"terasa, lođa",3,2,39 ,5,Stan u zgradi
285,144200.0,TOLSTOJEVA,2,centralno grejanje,"terasa, lođa",3,2,59 ,5,Stan u zgradi
286,87550.0,DOZA DJERDJA,1.5,centralno grejanje,"terasa, lođa",3,2,35 ,5,Stan u zgradi
287,87550.0,MILEVE MARIC,1.5,centralno grejanje,"terasa, lođa",3,2,38 ,5,Stan u zgradi
288,38630.0,Klisa,0.5,grejanje na gas,"terasa, lođa",3,2,17 ,prizemlje,Stan u zgradi
289,82400.0,pap pavla,0.5,centralno grejanje,terasa,1,7,22 ,3,Stan u zgradi
290,84460.0,Stari Grad,0.5,centralno grejanje,terasa,1,7,32 ,3,Stan u zgradi
291,79310.0,Bulevar Patrijarha Pavla (Somborski Bulevar),0.5,grejanje na gas,terasa,1,3,24 ,3,Stan u zgradi
292,98410.0,Adice,3,grejanje na gas,terasa,3,1,53 ,1,Stan u zgradi
293,149560.0,Bulevar Patrijarha Pavla,3,centralno grejanje,terase (2),1,1,66 ,2,Stan u zgradi
294,139050.0,Sajmište,2,centralno grejanje,terase (2),1,1,64 ,6,Stan u zgradi
295,146000.0,Stara Detelinara,3,grejanje na gas,"terasa, lođa",1,15,63 ,2,Stan u zgradi
296,106600.0,Cankareva,2,centralno grejanje,terasa,1,15,45 ,2,Stan u zgradi
297,82400.0,Bulevar Oslobođenja,0.5,centralno grejanje,terasa,1,15,22 ,3,Stan u zgradi
298,71070.0,Nova Detelinara,0.5,centralno grejanje,terasa,1,10,28 ,3,Stan u zgradi
299,133900.0,Grbavica,2.5,centralno grejanje,terasa,3,10,52 ,1,Stan u zgradi
300,66950.0,Lipov Gaj,1.5,grejanje na gas,terasa,3,10,34 ,2,Stan u zgradi
301,119500.0,Riblja Pijaca,1.5,centralno grejanje,terasa,3,10,37 ,visoko,Stan u zgradi
302,247200.0,Centar,4,centralno grejanje,terasa,3,10,114 ,3,Stan u zgradi
303,163900.0,Centar,2,centralno grejanje,terasa,3,10,58 ,3,Stan u zgradi
304,31000.0,Telep,0.5,centralno grejanje,terasa,3,10,15 ,3,Stan u zgradi
305,130800.0,JANKA CMELIKA,2.5,centralno grejanje,terasa,3,10,55 ,3,Stan u zgradi
306,1.0,Južni Telep,1.5,grejanje na gas,terasa,3,10,37 ,visoko,Stan u zgradi
307,85500.0,Adamovićevo Naselje,2,grejanje na struju,terasa,3,10,43 ,1,Stan u zgradi
308,329600.0,Liman 1,4,grejanje na struju,terasa,3,10,100 ,1,Stan u zgradi
309,36000.0,Adice,0.5,grejanje na struju,terasa,3,10,17 ,prizemlje,Stan u zgradi
310,82400.0,Bulevar Oslobođenja,0.5,centralno grejanje,terasa,3,2,22 ,3,Stan u zgradi
311,71070.0,Nova Detelinara,0.5,centralno grejanje,terasa,3,2,28 ,3,Stan u zgradi
312,71070.0,Nova Detelinara,0.5,centralno grejanje,terasa,1,2,28 ,3,Stan u zgradi
313,135040.0,Nova Detelinara,2.5,centralno grejanje,terasa,3,3,57 ,2,Stan u zgradi
314,194880.0,Telep,3,centralno grejanje,terasa,3,3,86 ,2,Stan u zgradi
315,75200.0,Socijalno,0.5,centralno grejanje,terasa,3,2,24 ,prizemlje,Stan u zgradi
316,94750.0,Nova Detelinara,2,centralno grejanje,terasa,3,2,46 ,6,Stan u zgradi
317,226600.0,Telep,3,centralno grejanje,terasa,3,2,100 ,2,Stan u zgradi
318,115600.0,Centar,3,centralno grejanje,terasa,3,2,68 ,visoko,Stan u zgradi
319,165830.0,Pećka,4,centralno grejanje,terasa,3,3,92 ,2,Stan u zgradi
320,87550.0,ĆIRPANOVA,1,centralno grejanje,terasa,1,3,34 ,4,Stan u zgradi
321,71070.0,Nova Detelinara,0.5,centralno grejanje,terasa,1,1,28 ,3,Stan u zgradi
322,131840.0,Novo Naselje,3,centralno grejanje,terasa,1,1,65 ,3,Stan u zgradi
323,174070.0,Bulevar Oslobođenja,2.5,centralno grejanje,terasa,2,1,69 ,6,Stan u zgradi
